﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025022516,   1019.3,   1022.9,     21.3,     11.9,       55,      1.1,    170.0,      5.0,    170.0,      0.0,      0.0,      0.1,     0.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022517,   1019.8,   1023.4,     19.9,     11.9,       60,      1.3,    320.0,      6.2,    310.0,      0.0,      0.0,      0.0,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022518,   1020.8,   1024.4,     19.3,     11.6,       61,      1.5,    280.0,      4.1,    320.0,      0.0,      0.0,      0.0,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022519,   1021.0,   1024.6,     18.2,     13.3,       73,      1.8,    250.0,      4.4,    260.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022520,   1021.6,   1025.2,     17.3,     12.8,       75,      1.9,    240.0,      4.7,    280.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022521,   1021.8,   1025.5,     17.1,     13.0,       77,      1.2,    230.0,      3.2,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022522,   1021.8,   1025.5,     16.9,     13.2,       79,      0.8,    220.0,      2.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022523,   1022.2,   1025.9,     16.7,     13.2,       80,      1.0,    240.0,      2.9,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022524,   1022.1,   1025.8,     16.5,     13.4,       82,      1.5,    240.0,      3.5,    260.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022601,   1021.9,   1025.6,     16.1,     13.2,       83,      1.9,    260.0,      4.3,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022602,   1021.1,   1024.8,     15.9,     13.4,       85,      1.1,    210.0,      4.2,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022603,   1020.6,   1024.3,     15.9,     13.2,       84,      1.4,    220.0,      3.5,    200.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022604,   1020.2,   1023.9,     15.9,     13.2,       84,      1.1,    220.0,      3.9,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022605,   1020.7,   1024.4,     15.8,     13.3,       85,      1.1,    230.0,      2.7,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022606,   1021.4,   1025.1,     16.0,     13.5,       85,      0.6,    230.0,      2.1,    240.0,     -9.8,      0.2,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022607,   1021.6,   1025.3,     15.6,     14.0,       90,      1.0,    230.0,      2.2,    230.0,     -9.8,      0.9,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022608,   1022.2,   1025.9,     16.3,     14.1,       87,      1.1,    230.0,      2.2,    230.0,     -9.8,      0.1,      0.0,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022609,   1022.7,   1026.4,     16.8,     14.1,       84,      0.8,    220.0,      2.2,    180.0,      0.0,      0.0,      0.0,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022610,   1022.6,   1026.3,     17.4,     14.1,       81,      0.9,    220.0,      2.3,    250.0,      0.0,      0.0,      0.0,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022611,   1021.7,   1025.3,     17.8,     14.1,       79,      0.5,    210.0,      2.1,    160.0,      0.0,      0.0,      0.0,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022612,   1019.9,   1023.5,     19.1,     14.4,       74,      0.5,     30.0,      2.5,    330.0,      0.0,      0.0,      0.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022613,   1018.6,   1022.2,     19.7,     14.3,       71,      1.4,     10.0,      4.0,    340.0,      0.0,      0.0,      0.0,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022614,   1017.3,   1020.9,     20.0,     14.8,       72,      0.6,    330.0,      2.7,    340.0,      0.0,      0.0,      0.0,     1.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022615,   1017.0,   1020.6,     20.3,     15.9,       76,      1.9,    340.0,      4.8,    340.0,      0.0,      0.0,      0.0,     0.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022616,   1017.3,   1020.9,     20.0,     15.4,       75,      0.5,    290.0,      3.9,    350.0,      0.0,      0.0,      0.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022617,   1017.4,   1021.0,     19.6,     14.6,       73,      2.9,    100.0,      7.3,    100.0,      0.0,      0.0,      0.0,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022618,   1017.6,   1021.2,     19.4,     15.5,       78,      3.2,    100.0,      7.6,    100.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022619,   1017.5,   1021.1,     19.4,     15.7,       79,      2.9,     90.0,      7.5,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022620,   1017.3,   1020.9,     19.2,     16.1,       82,      2.9,    100.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022621,   1016.8,   1020.4,     19.2,     16.4,       84,      3.2,    100.0,      7.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022622,   1017.7,   1021.3,     19.3,     16.3,       83,      1.1,    130.0,      6.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022623,   1017.6,   1021.2,     18.5,     15.9,       85,      1.0,    270.0,      3.8,    280.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022624,   1017.0,   1020.6,     18.1,     15.9,       87,      1.2,    260.0,      3.0,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022701,   1016.8,   1020.4,     17.7,     15.7,       88,      0.9,    240.0,      3.2,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022702,   1016.0,   1019.6,     17.2,     15.6,       90,      1.1,    240.0,      2.9,    290.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022703,   1015.6,   1019.2,     16.9,     15.4,       91,      0.6,    210.0,      1.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022704,   1015.3,   1018.9,     16.6,     15.3,       92,      0.7,    210.0,      2.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022705,   1015.5,   1019.1,     16.6,     15.3,       92,      0.4,    200.0,      1.5,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022706,   1015.8,   1019.4,     16.6,     15.1,       91,      0.5,    190.0,      1.6,    190.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022707,   1016.3,   1019.9,     16.9,     15.3,       90,      1.0,    220.0,      2.0,    300.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022708,   1017.1,   1020.7,     17.8,     15.3,       85,      0.8,    290.0,      2.7,    270.0,      0.0,      0.0,      0.0,     0.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022709,   1018.2,   1021.8,     18.1,     15.2,       83,      1.2,    310.0,      3.7,    340.0,      0.0,      0.0,      0.0,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022710,   1018.4,   1022.0,     16.8,     14.6,       87,      2.5,    330.0,      6.7,    320.0,      0.0,      0.0,      0.0,     0.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022711,   1018.3,   1021.9,     17.4,     14.7,       84,      1.5,    330.0,      4.4,    330.0,      0.0,      0.0,      0.0,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022712,   1017.6,   1021.2,     17.7,     14.4,       81,      0.8,    320.0,      4.1,    290.0,      0.0,      0.0,      0.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022713,   1016.8,   1020.4,     19.5,     15.0,       75,      2.0,    340.0,      4.2,    320.0,      0.0,      0.0,      0.1,     1.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022714,   1015.7,   1019.3,     20.4,     14.3,       68,      1.6,    300.0,      3.9,    290.0,      0.0,      0.0,      0.2,     2.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022715,   1015.1,   1018.7,     21.3,     13.7,       62,      1.5,    310.0,      4.7,    300.0,      0.0,      0.0,      0.0,     1.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022716,   1014.7,   1018.3,     21.1,     13.8,       63,      0.4,     30.0,      3.5,    340.0,      0.0,      0.0,      0.0,     0.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022717,   1014.6,   1018.2,     21.1,     13.8,       63,      0.3,    120.0,      1.7,    140.0,      0.0,      0.0,      0.0,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022718,   1014.5,   1018.1,     20.6,     14.0,       66,      1.1,    110.0,      2.6,    100.0,      0.0,      0.0,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022719,   1014.7,   1018.3,     20.2,     14.1,       68,      1.1,    130.0,      2.5,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022720,   1015.3,   1018.9,     18.9,     14.8,       77,      0.9,     70.0,      1.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022721,   1015.7,   1019.3,     18.4,     15.3,       82,      1.2,    160.0,      1.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022722,   1016.3,   1019.9,     17.9,     15.0,       83,      0.7,    210.0,      2.0,    260.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022723,   1016.1,   1019.7,     17.6,     15.4,       87,      1.3,    200.0,      2.1,     10.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022724,   1015.6,   1019.2,     17.2,     15.2,       88,      0.7,    180.0,      2.1,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022801,   1015.1,   1018.7,     16.4,     14.9,       91,      0.4,    130.0,      1.6,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022802,   1014.4,   1018.0,     16.0,     14.9,       93,      0.2,      0.0,      0.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022803,   1013.9,   1017.5,     15.8,     14.7,       93,      0.1,      0.0,      0.9,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022804,   1013.8,   1017.4,     15.8,     14.7,       93,      1.0,    220.0,      2.3,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022805,   1014.2,   1017.8,     15.5,     14.5,       94,      0.7,    200.0,      1.5,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022806,   1014.9,   1018.5,     15.4,     14.4,       94,      1.0,    230.0,      1.7,    220.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022807,   1015.8,   1019.4,     15.8,     14.7,       93,      0.7,    190.0,      1.8,    220.0,      0.0,      0.0,      0.4,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022808,   1016.4,   1020.0,     17.3,     14.6,       84,      0.5,    200.0,      1.4,    200.0,      0.0,      0.0,      1.0,     0.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022809,   1016.6,   1020.2,     19.4,     14.7,       74,      0.6,    200.0,      2.1,    180.0,      0.0,      0.0,      1.0,     1.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022810,   1016.1,   1019.7,     22.0,     15.1,       65,      0.5,    130.0,      1.8,    100.0,      0.0,      0.0,      1.0,     2.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022811,   1015.3,   1018.8,     25.1,     15.2,       54,      1.2,    320.0,      3.6,    340.0,      0.0,      0.0,      1.0,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022812,   1014.9,   1018.4,     25.8,     16.7,       57,      2.1,    330.0,      4.7,    360.0,      0.0,      0.0,      1.0,     3.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022813,   1014.3,   1017.8,     25.5,     15.5,       54,      4.0,    340.0,      7.1,    320.0,      0.0,      0.0,      1.0,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022814,   1013.7,   1017.2,     25.1,     15.5,       55,      2.4,    330.0,      8.0,    350.0,      0.0,      0.0,      1.0,     2.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022815,   1013.3,   1016.8,     24.9,     15.5,       56,      3.0,    340.0,      5.3,    350.0,      0.0,      0.0,      1.0,     2.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022816,   1013.2,   1016.7,     24.2,     15.2,       57,      1.9,    330.0,      6.0,    340.0,      0.0,      0.0,      1.0,     1.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022817,   1013.1,   1016.6,     23.3,     14.6,       58,      1.9,    330.0,      4.9,    350.0,      0.0,      0.0,      1.0,     0.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022818,   1013.1,   1016.7,     22.4,     15.0,       63,      0.6,    290.0,      3.9,    350.0,      0.0,      0.0,      0.6,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022819,   1013.1,   1016.7,     22.0,     17.2,       74,      1.4,    110.0,      3.2,     50.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022820,   1013.5,   1017.1,     21.3,     16.3,       73,      0.5,    250.0,      2.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022821,   1013.7,   1017.3,     20.3,     16.1,       77,      0.3,    360.0,      1.6,    240.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022822,   1014.0,   1017.6,     20.2,     16.5,       79,      0.8,    190.0,      1.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022823,   1014.0,   1017.6,     19.4,     16.4,       83,      0.8,    210.0,      1.3,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022824,   1014.2,   1017.8,     18.9,     16.5,       86,      0.6,    210.0,      1.3,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
