﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025110113,   1013.5,   1017.1,     22.4,     19.2,       82,      2.7,    130.0,      6.7,    160.0,     -9.8,      0.4,      0.0,     0.18,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110114,   1013.1,   1016.7,     22.4,     19.2,       82,      1.7,    150.0,      5.5,    160.0,     -9.8,      0.2,      0.0,     0.23,     None,     0.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110115,   1013.1,   1016.7,     22.9,     18.5,       76,      2.4,    140.0,      5.5,    120.0,      0.0,      0.0,      0.0,     0.17,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110116,   1013.2,   1016.8,     22.7,     18.1,       75,      2.7,    150.0,      5.1,    130.0,      0.0,      0.0,      0.0,     0.08,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110117,   1013.5,   1017.1,     22.8,     17.5,       72,      2.5,    150.0,      6.0,    130.0,      0.0,      0.0,      0.0,     0.05,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110118,   1013.9,   1017.4,     23.4,     17.2,       68,      2.3,    130.0,      6.0,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110119,   1014.6,   1018.2,     23.2,     17.4,       70,      2.7,    150.0,      4.8,    170.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110120,   1015.2,   1018.8,     23.1,     17.6,       71,      3.3,    110.0,      7.5,     70.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110121,   1015.6,   1019.2,     22.1,     18.5,       80,      1.6,    120.0,      6.0,    130.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110122,   1015.7,   1019.3,     21.4,     19.0,       86,      3.2,     90.0,      6.5,    110.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110123,   1015.8,   1019.4,     20.6,     19.4,       93,      2.1,    100.0,      7.1,     90.0,      1.0,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110124,   1015.5,   1019.1,     20.4,     19.6,       95,      1.3,    130.0,      5.3,    110.0,      0.5,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110201,   1014.9,   1018.5,     20.5,     19.5,       94,      2.9,    120.0,      6.8,     90.0,      0.5,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110202,   1014.7,   1018.3,     20.3,     19.1,       93,      2.9,    110.0,      6.9,     90.0,      0.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110203,   1015.2,   1018.8,     20.2,     19.4,       95,      1.9,    110.0,      5.8,    100.0,      2.0,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110204,   1015.2,   1018.8,     20.1,     19.4,       96,      2.3,    110.0,      7.1,    100.0,      4.5,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110205,   1015.6,   1019.2,     20.0,     19.3,       96,      2.1,    110.0,      6.2,     70.0,      2.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110206,   1016.3,   1019.9,     20.1,     19.4,       96,      1.9,    100.0,      5.4,     90.0,      1.0,      0.9,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110207,   1016.7,   1020.3,     20.0,     18.7,       92,      1.9,    110.0,      6.1,    140.0,      0.5,      0.6,      0.0,     0.03,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110208,   1017.5,   1021.1,     19.7,     18.5,       93,      0.5,    120.0,      3.7,    100.0,      1.5,      0.8,      0.0,     0.10,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110209,   1018.1,   1021.7,     20.0,     18.8,       93,      1.9,    100.0,      3.9,    120.0,      0.5,      0.6,      0.0,     0.14,     None,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110210,   1017.4,   1021.0,     20.2,     18.3,       89,      2.3,    150.0,      7.2,    110.0,      0.5,      0.4,      0.0,     0.26,     None,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110211,   1016.9,   1020.5,     20.8,     18.2,       85,      2.3,    140.0,      5.0,    140.0,      0.0,      0.0,      0.0,     0.38,     None,     1.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110212,   1016.5,   1020.1,     21.2,     17.8,       81,      1.7,    140.0,      3.9,    160.0,      0.0,      0.0,      0.0,     0.51,     None,     1.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110213,   1015.7,   1019.3,     21.5,     18.3,       82,      1.5,    140.0,      3.2,    170.0,     -9.8,      0.1,      0.0,     0.42,     None,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110214,   1015.2,   1018.8,     21.6,     18.2,       81,      1.4,    150.0,      3.8,    110.0,      0.0,      0.0,      0.0,     0.32,     None,     0.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110215,   1015.1,   1018.7,     22.3,     17.7,       75,      2.6,    140.0,      5.3,    150.0,      0.0,      0.0,      0.0,     0.25,     None,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110216,   1015.7,   1019.3,     22.1,     17.7,       76,      3.7,    100.0,      8.9,     80.0,      0.0,      0.0,      0.0,     0.08,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110217,   1016.4,   1020.0,     21.4,     17.6,       79,      2.6,    110.0,      9.9,     90.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110218,   1017.0,   1020.6,     21.0,     17.8,       82,      2.7,    110.0,      6.7,    100.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110219,   1017.7,   1021.3,     21.1,     17.5,       80,      1.8,    140.0,      5.5,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110220,   1017.9,   1021.5,     21.3,     17.1,       77,      2.4,    160.0,      4.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110221,   1018.0,   1021.6,     21.0,     17.4,       80,      0.2,      0.0,      4.0,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110222,   1018.1,   1021.7,     21.5,     16.9,       75,      0.6,     20.0,      3.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110223,   1017.7,   1021.3,     21.8,     16.3,       71,      2.2,    150.0,      4.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110224,   1017.6,   1021.2,     21.8,     16.3,       71,      1.3,    120.0,      3.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110301,   1017.2,   1020.8,     21.8,     16.5,       72,      1.3,    110.0,      3.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110302,   1017.4,   1021.0,     22.0,     18.0,       78,      3.4,    100.0,      8.5,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110303,   1017.7,   1021.3,     20.4,     18.2,       87,      2.9,    110.0,      9.6,     90.0,     -9.8,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110304,   1017.6,   1021.2,     20.1,     17.9,       87,      2.2,    110.0,      9.6,     80.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110305,   1017.8,   1021.4,     19.6,     18.1,       91,      1.9,    110.0,      7.3,     60.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110306,   1018.4,   1022.0,     19.5,     17.8,       90,      2.0,    150.0,      7.2,    140.0,     -9.8,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110307,   1019.0,   1022.6,     19.6,     17.6,       88,      3.1,    110.0,      7.3,    140.0,     -9.8,      0.5,      0.0,     0.04,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110308,   1019.0,   1022.6,     20.1,     17.7,       86,      1.9,    130.0,      7.6,    130.0,     -9.8,      0.3,      0.0,     0.18,     None,     0.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110309,   1019.5,   1023.1,     20.6,     17.8,       84,      2.3,    110.0,      5.1,     90.0,     -9.8,      0.2,      0.0,     0.38,     None,     0.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110310,   1019.0,   1022.6,     21.3,     17.5,       79,      2.5,    140.0,      5.8,    140.0,     -9.8,      0.1,      0.0,     0.50,     None,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110311,   1019.0,   1022.6,     21.6,     17.8,       79,      1.9,     90.0,      5.0,    140.0,     -9.8,      0.1,      0.0,     0.38,     None,     1.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110312,   1018.2,   1021.8,     20.3,     18.1,       87,      2.5,    100.0,      7.1,    100.0,     -9.8,      0.5,      0.0,     0.41,     None,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110313,   1017.4,   1021.0,     20.2,     18.9,       92,      1.9,    100.0,      7.3,    100.0,      0.5,      0.7,      0.0,     0.26,     None,     0.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110314,   1016.5,   1020.1,     20.5,     18.6,       89,      2.7,    110.0,      8.6,     90.0,     -9.8,      0.1,      0.0,     0.31,     None,     0.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110315,   1016.2,   1019.8,     20.5,     18.6,       89,      2.9,    110.0,      8.6,    100.0,     -9.8,      0.1,      0.0,     0.18,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110316,   1016.6,   1020.2,     20.3,     18.4,       89,      2.3,    120.0,      8.8,    130.0,     -9.8,      0.2,      0.0,     0.13,     None,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110317,   1017.1,   1020.7,     20.0,     18.7,       92,      2.5,    100.0,      8.0,     80.0,      1.0,      0.7,      0.0,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110318,   1017.4,   1021.0,     19.9,     18.2,       90,      2.9,    110.0,      7.2,    100.0,     -9.8,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110319,   1017.8,   1021.4,     19.7,     18.4,       92,      2.8,    110.0,      9.0,    100.0,     -9.8,      0.4,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110320,   1018.0,   1021.6,     19.7,     18.2,       91,      2.8,    120.0,      9.1,    110.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110321,   1018.3,   1021.9,     19.7,     18.0,       90,      3.0,    100.0,      9.0,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110322,   1017.9,   1021.5,     19.6,     17.7,       89,      3.1,    120.0,      8.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110323,   1017.1,   1020.7,     20.0,     18.0,       88,      3.1,    110.0,      9.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110324,   1016.4,   1020.0,     20.1,     18.1,       88,      2.5,    120.0,      6.8,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110401,   1015.4,   1019.0,     20.1,     18.1,       88,      2.9,    100.0,      6.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110402,   1014.8,   1018.4,     19.9,     18.6,       92,      3.1,    100.0,      8.0,     80.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110403,   1014.2,   1017.8,     20.1,     18.8,       92,      3.2,    110.0,      8.5,     90.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110404,   1014.1,   1017.7,     20.3,     19.1,       93,      2.3,    110.0,      7.0,     80.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110405,   1014.0,   1017.6,     20.5,     19.2,       92,      3.0,    100.0,      8.6,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110406,   1014.1,   1017.7,     20.6,     19.4,       93,      2.7,    100.0,      8.3,    100.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110407,   1014.5,   1018.1,     21.0,     19.8,       93,      3.0,    120.0,      7.7,    100.0,      0.0,      0.0,      0.0,     0.06,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110408,   1014.8,   1018.4,     21.6,     20.1,       91,      2.9,    120.0,      7.1,    100.0,      0.0,      0.0,      0.0,     0.24,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110409,   1014.9,   1018.5,     22.0,     20.5,       91,      2.7,    110.0,      7.7,     90.0,     -9.8,      0.1,      0.0,     0.40,     None,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110410,   1014.7,   1018.3,     23.1,     20.8,       87,      2.7,    100.0,      8.3,    110.0,      0.0,      0.0,      0.0,     0.91,     None,     2.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110411,   1014.0,   1017.6,     23.1,     20.4,       85,      3.8,    100.0,      9.3,     80.0,      0.0,      0.0,      0.0,     1.04,     None,     3.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110412,   1013.2,   1016.7,     23.4,     20.6,       84,      3.1,    110.0,     11.0,    100.0,      0.0,      0.0,      0.0,     1.26,     None,     4.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110413,   1012.4,   1015.9,     23.3,     21.0,       87,      2.7,    100.0,      9.7,    100.0,     -9.8,      0.1,      0.0,     1.22,     None,     3.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110414,   1011.9,   1015.4,     23.4,     21.3,       88,      3.2,    100.0,     10.6,     90.0,     -9.8,      0.1,      0.1,     1.23,     None,     3.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110415,   1012.0,   1015.5,     23.1,     20.8,       87,      3.2,    100.0,     10.8,    120.0,      0.0,      0.0,      0.0,     0.74,     None,     1.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110416,   1012.3,   1015.9,     22.5,     20.6,       89,      3.4,    100.0,      9.7,    100.0,     -9.8,      0.2,      0.0,     0.22,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110417,   1012.8,   1016.4,     22.2,     19.9,       87,      3.2,    100.0,      9.8,     80.0,     -9.8,      0.1,      0.0,     0.04,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110418,   1013.3,   1016.9,     22.3,     19.9,       86,      3.3,    100.0,      7.7,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110419,   1014.0,   1017.6,     22.2,     19.4,       84,      2.0,    110.0,      6.9,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110420,   1014.6,   1018.2,     21.8,     19.4,       86,      1.5,    130.0,      6.1,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110421,   1014.5,   1018.1,     21.5,     19.1,       86,      2.5,    110.0,      7.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110422,   1014.0,   1017.6,     21.0,     18.9,       88,      2.7,    130.0,      7.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110423,   1013.5,   1017.1,     21.0,     18.8,       87,      2.6,    130.0,      8.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110424,   1012.6,   1016.2,     20.6,     19.1,       91,      2.4,    130.0,      7.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110501,   1012.3,   1015.9,     20.9,     19.0,       89,      2.9,    120.0,      6.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110502,   1011.2,   1014.8,     21.3,     19.2,       88,      2.0,    120.0,      7.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110503,   1010.7,   1014.3,     21.0,     19.8,       93,      2.6,    130.0,      7.9,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110504,   1010.3,   1013.9,     21.3,     20.1,       93,      2.7,    130.0,      5.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110505,   1010.4,   1014.0,     21.4,     20.2,       93,      1.9,    140.0,      5.7,    140.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110506,   1011.1,   1014.7,     21.7,     20.3,       92,      1.7,    120.0,      4.7,    100.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110507,   1011.9,   1015.5,     22.1,     20.4,       90,      2.3,    130.0,      4.5,    110.0,      0.0,      0.0,      0.0,     0.06,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110508,   1012.4,   1016.0,     22.4,     21.4,       94,      1.9,    110.0,      5.0,    110.0,     -9.8,      0.4,      0.0,     0.37,     None,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110509,   1012.8,   1016.3,     23.5,     21.2,       87,      3.2,    120.0,      6.8,    120.0,      0.5,      0.0,      0.2,     1.03,     None,     1.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110510,   1012.9,   1016.4,     23.3,     20.8,       86,      2.9,    110.0,      9.5,    110.0,      0.0,      0.0,      0.1,     1.15,     None,     2.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110511,   1012.0,   1015.5,     25.0,     20.7,       77,      2.2,    100.0,      8.1,     90.0,      0.0,      0.0,      0.5,     2.04,     None,     5.73,     None,     None,     None,     None,     None,     None,     None,     None
