﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025062714,   1004.7,   1008.1,     33.2,     24.1,       59,      1.1,     80.0,      6.4,     20.0,      0.0,      0.0,      0.5,     2.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062715,   1004.5,   1007.9,     32.9,     23.6,       58,      3.0,    340.0,      6.7,     50.0,      0.0,      0.0,      0.2,     0.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062716,   1006.4,   1009.9,     24.2,     21.7,       86,      6.9,    230.0,     14.1,    240.0,      5.0,      0.2,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062717,   1005.7,   1009.2,     24.6,     23.0,       91,      1.9,    140.0,     14.6,    210.0,     29.5,      0.8,      0.0,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062718,   1005.8,   1009.3,     25.2,     22.7,       86,      1.3,    100.0,      4.0,    160.0,      0.0,      0.0,      0.7,     0.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062719,   1005.3,   1008.8,     25.5,     23.2,       87,      0.8,    170.0,      3.8,     60.0,      0.5,      0.0,      0.1,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062720,   1005.9,   1009.4,     25.6,     24.0,       91,      0.7,     30.0,      2.4,     10.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062721,   1006.5,   1010.0,     25.1,     22.4,       85,      1.0,    180.0,      5.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062722,   1007.1,   1010.6,     25.3,     22.4,       84,      1.1,    200.0,      2.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062723,   1007.0,   1010.5,     25.5,     21.2,       77,      1.1,    200.0,      3.9,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062724,   1007.0,   1010.5,     25.0,     20.9,       78,      1.2,    220.0,      4.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062801,   1006.6,   1010.1,     25.0,     21.9,       83,      1.3,    150.0,      2.2,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062802,   1006.0,   1009.5,     24.8,     20.5,       77,      1.0,    170.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062803,   1005.9,   1009.4,     25.1,     20.4,       75,      1.6,    170.0,      4.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062804,   1005.6,   1009.1,     24.7,     21.0,       80,      1.1,    140.0,      4.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062805,   1005.8,   1009.3,     24.5,     21.6,       84,      0.2,      0.0,      1.8,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062806,   1006.1,   1009.6,     25.3,     21.4,       79,      1.6,    210.0,      3.3,    230.0,      0.0,      0.0,      0.5,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062807,   1006.3,   1009.8,     26.1,     22.0,       78,      1.1,    200.0,      3.0,    190.0,      0.0,      0.0,      1.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062808,   1006.0,   1009.5,     28.2,     22.2,       70,      0.9,    110.0,      3.6,    170.0,      0.0,      0.0,      1.0,     1.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062809,   1005.7,   1009.1,     30.1,     22.8,       65,      0.7,    140.0,      2.9,    160.0,      0.0,      0.0,      1.0,     2.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062810,   1005.2,   1008.6,     31.3,     22.4,       59,      0.8,     80.0,      2.8,    360.0,      0.0,      0.0,      1.0,     2.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062811,   1004.6,   1008.0,     33.2,     23.6,       57,      1.4,     40.0,      5.0,     70.0,      0.0,      0.0,      1.0,     3.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062812,   1003.7,   1007.1,     34.4,     22.8,       51,      2.7,    330.0,      5.6,    140.0,      0.0,      0.0,      1.0,     3.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062813,   1003.3,   1006.7,     33.8,     23.5,       55,      1.9,    330.0,      5.8,    340.0,      0.0,      0.0,      0.5,     2.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062814,   1003.2,   1006.6,     32.4,     23.7,       60,      2.0,    330.0,      6.9,    350.0,      0.0,      0.0,      0.1,     0.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062815,   1002.8,   1006.2,     31.7,     23.8,       63,      2.8,     50.0,      6.4,     70.0,      0.0,      0.0,      0.0,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062816,   1002.2,   1005.6,     31.8,     23.6,       62,      2.3,    100.0,      5.2,     90.0,      0.0,      0.0,      0.1,     0.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062817,   1001.9,   1005.3,     31.5,     23.9,       64,      1.3,     90.0,      5.2,     90.0,      0.0,      0.0,      0.1,     0.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062818,   1002.2,   1005.6,     31.4,     24.0,       65,      1.7,    300.0,      3.6,    280.0,      0.0,      0.0,      0.0,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062819,   1002.7,   1006.1,     30.9,     24.3,       68,      1.8,    250.0,      3.8,    310.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062820,   1003.2,   1006.6,     30.3,     24.2,       70,      1.5,    220.0,      3.6,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062821,   1003.8,   1007.2,     30.1,     24.0,       70,      1.3,    200.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062822,   1004.4,   1007.8,     30.0,     23.7,       69,      1.5,    140.0,      2.7,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062823,   1004.2,   1007.6,     29.5,     23.7,       71,      0.7,    200.0,      2.6,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062824,   1003.9,   1007.3,     29.0,     23.7,       73,      0.9,    170.0,      2.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062901,   1003.7,   1007.2,     28.6,     24.0,       76,      1.3,    160.0,      3.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062902,   1003.5,   1007.0,     28.5,     23.7,       75,      1.9,    180.0,      3.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062903,   1003.3,   1006.8,     28.2,     24.0,       78,      1.2,    140.0,      2.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062904,   1003.1,   1006.6,     28.0,     23.8,       78,      0.9,    170.0,      2.3,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062905,   1003.2,   1006.7,     27.8,     23.6,       78,      1.1,    180.0,      3.6,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062906,   1003.5,   1007.0,     27.5,     23.8,       80,      1.8,    170.0,      3.2,    170.0,     -9.8,      0.1,      0.1,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062907,   1003.4,   1006.9,     28.4,     24.2,       78,      0.8,    200.0,      2.2,    120.0,      0.0,      0.0,      1.0,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062908,   1003.8,   1007.2,     30.5,     23.9,       68,      1.7,    110.0,      4.2,     80.0,      0.0,      0.0,      1.0,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062909,   1003.5,   1006.9,     32.0,     24.4,       64,      2.8,    120.0,      5.9,    140.0,      0.0,      0.0,      1.0,     2.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062910,   1003.1,   1006.5,     32.9,     23.0,       56,      3.3,    120.0,      8.1,    110.0,      0.0,      0.0,      1.0,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062911,   1002.7,   1006.1,     33.5,     23.5,       56,      2.1,    130.0,      7.2,    130.0,      0.0,      0.0,      0.5,     2.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062912,   1002.1,   1005.5,     33.2,     22.0,       52,      3.8,    140.0,      8.3,    110.0,      0.0,      0.0,      0.4,     2.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062913,   1001.5,   1004.9,     34.0,     22.8,       52,      2.3,    120.0,      7.6,    140.0,      0.0,      0.0,      0.9,     3.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062914,   1001.1,   1004.5,     34.9,     20.9,       44,      3.4,    130.0,      6.6,    140.0,      0.0,      0.0,      0.8,     3.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062915,   1000.5,   1003.9,     35.2,     20.0,       41,      3.1,    140.0,      7.6,    130.0,      0.0,      0.0,      1.0,     2.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062916,   1000.5,   1003.9,     33.7,     21.5,       49,      2.3,    140.0,      7.6,    130.0,      0.0,      0.0,      0.5,     1.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062917,   1001.1,   1004.5,     32.2,     22.3,       56,      3.6,    130.0,      8.1,    130.0,      0.0,      0.0,      0.0,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062918,   1001.7,   1005.1,     31.4,     22.7,       60,      3.8,    140.0,      8.9,    140.0,      0.0,      0.0,      0.0,     0.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062919,   1002.6,   1006.0,     30.7,     22.9,       63,      3.2,    140.0,      7.7,    130.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062920,   1002.8,   1006.2,     30.0,     24.2,       71,      1.6,    220.0,      6.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062921,   1003.1,   1006.5,     29.8,     24.5,       73,      0.5,    150.0,      2.3,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062922,   1003.3,   1006.7,     29.9,     22.6,       65,      1.5,    130.0,      3.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062923,   1003.3,   1006.7,     29.5,     22.5,       66,      1.1,    160.0,      3.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062924,   1003.6,   1007.0,     29.2,     22.9,       69,      1.4,    180.0,      2.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063001,   1003.6,   1007.1,     28.6,     23.1,       72,      1.6,    190.0,      3.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063002,   1003.5,   1007.0,     28.1,     22.8,       73,      1.8,    180.0,      4.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063003,   1003.6,   1007.1,     27.8,     23.0,       75,      1.2,    220.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063004,   1003.7,   1007.2,     27.4,     22.8,       76,      1.9,    180.0,      4.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063005,   1003.8,   1007.3,     27.2,     22.8,       77,      1.6,    160.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063006,   1004.1,   1007.6,     27.2,     22.8,       77,      1.2,    170.0,      3.5,    210.0,      0.0,      0.0,      0.5,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063007,   1004.2,   1007.7,     28.1,     23.3,       75,      0.8,    170.0,      2.0,    220.0,      0.0,      0.0,      1.0,     0.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063008,   1004.1,   1007.5,     29.9,     23.1,       67,      0.7,    150.0,      2.3,    210.0,      0.0,      0.0,      1.0,     1.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063009,   1003.7,   1007.1,     32.5,     24.3,       62,      1.5,    140.0,      3.6,    150.0,      0.0,      0.0,      1.0,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063010,   1003.4,   1006.8,     33.8,     22.9,       53,      3.1,    160.0,      6.6,    100.0,      0.0,      0.0,      1.0,     2.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063011,   1003.6,   1007.0,     34.2,     23.3,       53,      4.8,    140.0,      9.7,    120.0,      0.0,      0.0,      1.0,     3.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063012,   1003.2,   1006.6,     34.7,     23.4,       52,      4.3,    160.0,     11.0,    130.0,      0.0,      0.0,      1.0,     3.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063013,   1003.1,   1006.5,     34.7,     23.1,       51,      4.4,    150.0,     11.2,    150.0,      0.0,      0.0,      1.0,     3.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063014,   1002.7,   1006.1,     35.1,     23.1,       50,      3.9,    150.0,     10.7,    140.0,      0.0,      0.0,      1.0,     3.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063015,   1002.9,   1006.3,     34.5,     23.6,       53,      4.9,    140.0,     11.3,    140.0,      0.0,      0.0,      1.0,     3.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063016,   1002.6,   1006.0,     33.8,     23.2,       54,      4.7,    130.0,     12.4,    110.0,      0.0,      0.0,      1.0,     2.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063017,   1002.7,   1006.1,     33.3,     23.1,       55,      3.9,    140.0,     11.4,    120.0,      0.0,      0.0,      1.0,     1.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063018,   1002.8,   1006.2,     32.6,     23.3,       58,      3.6,    140.0,     11.4,    130.0,      0.0,      0.0,      1.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063019,   1003.4,   1006.8,     31.9,     23.2,       60,      4.2,    130.0,     12.0,    130.0,      0.0,      0.0,      0.5,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063020,   1004.1,   1007.5,     31.6,     23.5,       62,      3.6,    160.0,     10.1,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063021,   1004.6,   1008.0,     31.5,     23.4,       62,      3.2,    150.0,      8.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063022,   1005.2,   1008.6,     31.4,     23.5,       63,      1.7,    170.0,      7.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063023,   1005.4,   1008.8,     30.9,     24.6,       69,      0.9,    180.0,      3.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025063024,   1005.4,   1008.8,     31.0,     23.4,       64,      1.8,    130.0,      3.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
