﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025090814,   1006.3,   1009.7,     33.2,     25.2,       63,      2.7,    340.0,      8.6,    340.0,      0.0,      0.0,      0.7,     2.73,     None,     7.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090815,   1006.3,   1009.7,     34.5,     22.6,       50,      3.5,    310.0,      7.6,    310.0,      0.0,      0.0,      0.7,     2.09,     None,     4.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090816,   1006.4,   1009.8,     33.7,     23.1,       54,      2.6,    310.0,      7.8,    300.0,      0.0,      0.0,      0.7,     1.72,     None,     2.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090817,   1006.6,   1010.0,     32.8,     22.9,       56,      2.8,    280.0,      6.5,    280.0,      0.0,      0.0,      0.0,     0.40,     None,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090818,   1006.8,   1010.2,     31.9,     22.9,       59,      2.2,    290.0,      5.5,    290.0,      0.0,      0.0,      0.0,     0.10,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090819,   1007.7,   1011.1,     31.6,     23.5,       62,      1.7,    280.0,      5.5,    310.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090820,   1008.6,   1012.0,     30.6,     24.5,       70,      1.4,    170.0,      3.8,    290.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090821,   1009.4,   1012.9,     29.9,     24.8,       74,      2.4,    180.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090822,   1009.6,   1013.1,     29.3,     24.6,       76,      2.3,    170.0,      4.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090823,   1009.7,   1013.2,     29.0,     24.4,       76,      1.3,    150.0,      4.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090824,   1009.5,   1013.0,     28.8,     24.2,       76,      1.7,    160.0,      5.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090901,   1009.5,   1013.0,     28.4,     24.0,       77,      0.9,    220.0,      4.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090902,   1009.4,   1012.9,     28.4,     24.0,       77,      1.3,    170.0,      2.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090903,   1009.0,   1012.5,     27.9,     24.1,       80,      1.6,    160.0,      3.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090904,   1008.5,   1012.0,     27.5,     24.2,       82,      1.7,    170.0,      3.8,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090905,   1008.6,   1012.1,     27.4,     24.1,       82,      0.9,    180.0,      4.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090906,   1009.3,   1012.8,     27.4,     24.1,       82,      0.8,    190.0,      2.3,    180.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090907,   1009.8,   1013.3,     27.9,     24.1,       80,      1.5,    180.0,      3.1,    180.0,      0.0,      0.0,      0.0,     0.33,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090908,   1010.1,   1013.6,     29.3,     23.5,       71,      1.0,    200.0,      4.2,    180.0,      0.0,      0.0,      0.9,     0.99,     None,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090909,   1010.0,   1013.5,     30.4,     23.8,       68,      0.5,    170.0,      2.9,    160.0,      0.0,      0.0,      1.0,     1.48,     None,     3.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090910,   1010.0,   1013.4,     32.5,     23.2,       58,      2.1,    250.0,      5.3,    320.0,      0.0,      0.0,      1.0,     2.37,     None,     6.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090911,   1009.7,   1013.1,     33.3,     23.1,       55,      2.1,    290.0,      5.9,    220.0,      0.0,      0.0,      0.8,     2.61,     None,     7.90,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090912,   1008.9,   1012.3,     34.1,     22.9,       52,      1.6,    290.0,      6.0,    310.0,      0.0,      0.0,      0.5,     2.33,     None,     7.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090913,   1007.9,   1011.3,     33.5,     23.2,       55,      1.1,    250.0,      5.9,    330.0,      0.0,      0.0,      0.1,     1.22,     None,     4.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090914,   1007.3,   1010.7,     33.8,     24.7,       59,      1.2,    310.0,      4.4,    290.0,      0.0,      0.0,      0.6,     2.00,     None,     5.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090915,   1006.8,   1010.2,     31.6,     26.0,       72,      2.6,     10.0,      7.5,    350.0,     -9.8,      0.1,      0.2,     0.97,     None,     2.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090916,   1007.1,   1010.5,     32.3,     25.7,       68,      2.0,     20.0,      6.2,    360.0,     -9.8,      0.1,      0.1,     0.54,     None,     0.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090917,   1007.3,   1010.7,     31.5,     25.6,       71,      3.0,     10.0,      7.3,    340.0,      0.0,      0.0,      0.0,     0.30,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090918,   1008.1,   1011.6,     29.1,     25.1,       79,      1.8,    170.0,      6.2,     20.0,     -9.8,      0.2,      0.0,     0.04,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090919,   1008.3,   1011.8,     28.6,     25.2,       82,      1.0,    150.0,      3.2,    190.0,      0.5,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090920,   1008.9,   1012.4,     28.8,     25.2,       81,      0.4,    190.0,      2.1,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090921,   1009.5,   1013.0,     29.0,     25.6,       82,      1.5,    170.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090922,   1009.7,   1013.2,     28.8,     25.6,       83,      1.5,    180.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090923,   1009.6,   1013.1,     28.8,     25.4,       82,      0.9,    160.0,      3.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025090924,   1009.6,   1013.1,     28.8,     25.2,       81,      0.9,    180.0,      2.6,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091001,   1009.4,   1012.9,     28.3,     24.7,       81,      1.9,    170.0,      3.5,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091002,   1009.0,   1012.5,     27.9,     24.6,       82,      1.7,    180.0,      3.7,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091003,   1008.4,   1011.9,     27.8,     24.0,       80,      2.3,    170.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091004,   1008.1,   1011.6,     27.5,     23.3,       78,      1.9,    180.0,      4.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091005,   1008.2,   1011.7,     27.3,     23.6,       80,      1.4,    180.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091006,   1008.8,   1012.3,     27.3,     23.8,       81,      1.2,    210.0,      2.9,    200.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091007,   1009.2,   1012.7,     27.9,     23.7,       78,      1.1,    210.0,      3.5,    180.0,      0.0,      0.0,      0.7,     0.57,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091008,   1009.0,   1012.5,     29.8,     24.7,       74,      1.3,    170.0,      2.7,    160.0,      0.0,      0.0,      1.0,     1.27,     None,     1.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091009,   1008.8,   1012.2,     31.3,     22.6,       60,      1.9,    230.0,      3.9,    190.0,      0.0,      0.0,      1.0,     2.05,     None,     3.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091010,   1008.8,   1012.2,     32.6,     23.8,       60,      1.2,    170.0,      4.5,    210.0,      0.0,      0.0,      1.0,     2.74,     None,     6.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091011,   1008.6,   1012.0,     34.0,     23.7,       55,      1.2,    170.0,      3.7,    210.0,      0.0,      0.0,      1.0,     3.16,     None,     9.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091012,   1008.0,   1011.4,     34.7,     24.1,       54,      2.2,    330.0,      5.4,    350.0,      0.0,      0.0,      0.9,     3.05,     None,     9.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091013,   1007.4,   1010.8,     34.0,     24.6,       58,      1.7,    330.0,      8.5,    330.0,      0.0,      0.0,      0.7,     2.74,     None,     7.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091014,   1006.9,   1010.3,     33.2,     25.2,       63,      1.8,    330.0,      7.4,    350.0,     -9.8,      0.1,      0.6,     2.36,     None,     5.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091015,   1006.8,   1010.2,     32.3,     24.1,       62,      1.2,     80.0,      6.0,    350.0,      0.0,      0.0,      0.0,     0.19,     None,     0.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091016,   1007.4,   1010.9,     28.5,     23.0,       72,      1.9,    220.0,      5.1,    240.0,      0.0,      0.0,      0.0,     0.13,     None,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091017,   1007.2,   1010.7,     28.8,     22.3,       68,      1.2,    230.0,      3.7,    220.0,      0.0,      0.0,      0.3,     0.41,     None,     0.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091018,   1007.6,   1011.1,     29.4,     22.7,       67,      1.1,    220.0,      2.3,    220.0,      0.0,      0.0,      0.3,     0.17,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091019,   1007.9,   1011.4,     29.2,     23.9,       73,      1.2,    220.0,      2.5,    240.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091020,   1008.7,   1012.2,     29.0,     24.1,       75,      1.3,    220.0,      2.5,    240.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091021,   1009.4,   1012.9,     29.0,     24.4,       76,      1.3,    220.0,      2.5,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091022,   1009.3,   1012.8,     28.5,     24.1,       77,      1.3,    170.0,      2.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091023,   1009.0,   1012.5,     28.3,     23.7,       76,      2.3,    180.0,      4.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091024,   1008.9,   1012.4,     28.2,     23.6,       76,      1.1,    200.0,      4.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091101,   1008.7,   1012.2,     27.7,     23.5,       78,      2.1,    180.0,      4.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091102,   1008.3,   1011.8,     27.7,     23.3,       77,      2.3,    170.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091103,   1008.2,   1011.7,     27.5,     23.3,       78,      1.6,    180.0,      3.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091104,   1008.0,   1011.5,     27.4,     23.4,       79,      1.0,    140.0,      2.7,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091105,   1008.6,   1012.1,     27.4,     23.4,       79,      0.5,    180.0,      2.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091106,   1009.3,   1012.8,     27.3,     23.6,       80,      1.2,    160.0,      2.6,    160.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091107,   1009.7,   1013.2,     27.6,     23.6,       79,      1.2,    180.0,      3.5,    160.0,      0.0,      0.0,      0.3,     0.39,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091108,   1009.8,   1013.3,     29.6,     24.5,       74,      0.7,    210.0,      2.5,    180.0,      0.0,      0.0,      1.0,     1.18,     None,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091109,   1009.5,   1012.9,     31.0,     24.9,       70,      1.0,    180.0,      2.6,    170.0,      0.0,      0.0,      0.9,     2.00,     None,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091110,   1009.2,   1012.6,     32.4,     24.5,       63,      1.6,    120.0,      3.1,    110.0,      0.0,      0.0,      0.8,     2.36,     None,     5.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091111,   1008.7,   1012.1,     32.5,     24.6,       63,      1.2,    350.0,      4.7,    350.0,      0.0,      0.0,      0.4,     2.11,     None,     5.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091112,   1007.7,   1011.1,     32.9,     24.4,       61,      0.6,    360.0,      4.0,    360.0,      0.0,      0.0,      0.7,     2.59,     None,     7.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091113,   1006.7,   1010.1,     34.1,     25.5,       61,      1.7,     80.0,      6.3,    100.0,      0.0,      0.0,      0.4,     1.79,     None,     5.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091114,   1005.8,   1009.2,     34.5,     24.8,       57,      3.4,     40.0,      7.6,     60.0,      0.0,      0.0,      0.8,     2.66,     None,     7.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091115,   1005.8,   1009.2,     33.8,     24.7,       59,      3.3,    100.0,      8.4,     60.0,      0.0,      0.0,      1.0,     2.58,     None,     5.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091116,   1005.7,   1009.1,     33.1,     24.3,       60,      3.5,    110.0,      9.9,    100.0,      0.0,      0.0,      1.0,     1.82,     None,     2.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091117,   1005.8,   1009.2,     32.5,     22.3,       55,      3.7,    120.0,      9.3,    110.0,      0.0,      0.0,      1.0,     0.96,     None,     0.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091118,   1006.2,   1009.6,     31.5,     22.8,       60,      2.8,    110.0,      8.6,    110.0,      0.0,      0.0,      0.8,     0.24,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091119,   1006.4,   1009.8,     31.0,     23.2,       63,      2.7,    110.0,      6.6,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091120,   1007.1,   1010.5,     30.9,     23.1,       63,      2.7,    120.0,      6.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091121,   1007.9,   1011.3,     30.6,     23.3,       65,      2.0,    150.0,      5.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091122,   1008.1,   1011.5,     30.3,     23.5,       67,      1.6,    140.0,      3.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091123,   1008.3,   1011.8,     29.8,     24.0,       71,      1.5,    200.0,      3.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091124,   1008.2,   1011.7,     29.3,     23.7,       72,      2.5,    180.0,      4.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091201,   1007.8,   1011.3,     29.1,     23.8,       73,      1.7,    170.0,      4.2,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091202,   1007.7,   1011.2,     28.8,     23.3,       72,      1.7,    170.0,      4.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091203,   1007.6,   1011.1,     28.5,     23.7,       75,      2.3,    180.0,      3.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091204,   1008.0,   1011.5,     28.2,     23.4,       75,      2.4,    180.0,      3.8,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091205,   1008.4,   1011.9,     28.0,     23.4,       76,      1.6,    160.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091206,   1008.5,   1012.0,     28.0,     23.6,       77,      1.7,    180.0,      2.8,    180.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091207,   1008.8,   1012.3,     28.2,     23.8,       77,      1.8,    180.0,      3.5,    170.0,      0.0,      0.0,      0.4,     0.34,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091208,   1008.9,   1012.4,     30.2,     24.1,       70,      1.1,    230.0,      2.7,    230.0,      0.0,      0.0,      1.0,     1.18,     None,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091209,   1009.1,   1012.5,     31.2,     25.1,       70,      0.3,    360.0,      3.6,    180.0,      0.0,      0.0,      0.8,     1.65,     None,     3.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091210,   1009.0,   1012.4,     32.0,     24.6,       65,      1.2,    310.0,      4.6,    290.0,      0.0,      0.0,      0.5,     1.71,     None,     3.90,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091211,   1008.4,   1011.8,     33.1,     25.4,       64,      1.0,    310.0,      5.4,    350.0,      0.0,      0.0,      0.5,     2.02,     None,     6.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091212,   1007.8,   1011.2,     33.3,     25.6,       64,      1.3,    330.0,      5.3,    350.0,      0.0,      0.0,      0.5,     2.33,     None,     6.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091213,   1007.6,   1011.0,     31.6,     25.5,       70,      2.4,    360.0,      6.9,    350.0,     -9.8,      0.1,      0.1,     0.95,     None,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091214,   1007.1,   1010.5,     33.1,     24.6,       61,      2.4,    350.0,      6.7,     10.0,      0.0,      0.0,      0.3,     1.55,     None,     4.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091215,   1007.2,   1010.6,     29.8,     26.2,       81,      2.7,     90.0,      7.9,     20.0,     -9.8,      0.1,      0.1,     0.37,     None,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091216,   1007.4,   1010.8,     30.8,     24.9,       71,      2.1,    150.0,      6.6,    100.0,      0.0,      0.0,      0.3,     0.75,     None,     1.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091217,   1007.7,   1011.1,     30.5,     24.7,       71,      1.9,    150.0,      4.9,    130.0,      0.0,      0.0,      0.2,     0.63,     None,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091218,   1007.5,   1010.9,     30.2,     24.8,       73,      1.6,    140.0,      4.6,    140.0,      0.0,      0.0,      0.1,     0.13,     None,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091219,   1007.7,   1011.1,     30.0,     24.2,       71,      2.2,    110.0,      4.9,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091220,   1008.6,   1012.1,     29.8,     24.5,       73,      1.9,    100.0,      5.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091221,   1009.2,   1012.7,     29.4,     24.3,       74,      1.5,    170.0,      4.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091222,   1008.9,   1012.4,     28.5,     24.1,       77,      1.4,    150.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091223,   1008.5,   1012.0,     28.3,     24.1,       78,      1.5,    220.0,      2.8,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091224,   1007.9,   1011.4,     28.0,     23.4,       76,      1.6,    180.0,      4.7,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091301,   1007.8,   1011.3,     27.6,     23.6,       79,      2.0,    180.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091302,   1007.5,   1011.0,     27.5,     22.9,       76,      2.4,    170.0,      4.0,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091303,   1007.7,   1011.2,     27.3,     23.6,       80,      1.3,    200.0,      5.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091304,   1007.9,   1011.4,     27.2,     23.7,       81,      0.9,    210.0,      2.3,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091305,   1007.9,   1011.4,     26.8,     23.1,       80,      1.6,    160.0,      2.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091306,   1008.4,   1011.9,     26.5,     22.8,       80,      1.8,    180.0,      3.8,    180.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091307,   1009.2,   1012.7,     26.9,     23.0,       79,      1.1,    180.0,      2.8,    160.0,      0.0,      0.0,      1.0,     0.41,     None,     0.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091308,   1009.3,   1012.8,     28.9,     23.1,       71,      0.9,    200.0,      2.1,    180.0,      0.0,      0.0,      1.0,     1.20,     None,     1.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091309,   1009.4,   1012.8,     31.1,     22.7,       61,      1.6,    250.0,      3.9,    220.0,      0.0,      0.0,      1.0,     2.00,     None,     3.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091310,   1009.2,   1012.6,     32.7,     23.4,       58,      1.8,    250.0,      5.6,    280.0,      0.0,      0.0,      1.0,     2.67,     None,     6.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091311,   1009.1,   1012.5,     33.3,     22.5,       53,      1.7,    310.0,      5.4,    300.0,      0.0,      0.0,      0.7,     2.35,     None,     7.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091312,   1008.4,   1011.8,     34.0,     21.8,       49,      0.9,    290.0,      4.7,    330.0,      0.0,      0.0,      0.7,     2.58,     None,     8.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091313,   1007.7,   1011.1,     33.7,     24.0,       57,      2.8,    340.0,      6.5,    330.0,      0.0,      0.0,      0.7,     2.67,     None,     7.63,     None,     None,     None,     None,     None,     None,     None,     None
