﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025120819,   1018.4,   1022.0,     19.8,     16.3,       80,      2.7,    110.0,      9.3,     90.0,     -9.8,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120820,   1018.3,   1021.9,     19.6,     16.6,       83,      2.9,    100.0,      8.1,    120.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120821,   1018.2,   1021.8,     19.4,     16.4,       83,      3.3,    110.0,      9.3,     90.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120822,   1018.0,   1021.6,     18.8,     16.6,       87,      3.5,    100.0,      8.6,    120.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120823,   1017.7,   1021.3,     19.1,     16.5,       85,      3.0,    120.0,      8.2,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120824,   1017.6,   1021.2,     18.9,     16.9,       88,      1.5,    110.0,      9.5,     80.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120901,   1017.1,   1020.7,     19.1,     17.2,       89,      2.1,    160.0,      4.9,    120.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120902,   1016.9,   1020.5,     18.5,     17.4,       93,      0.6,    140.0,      5.0,    180.0,      0.5,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120903,   1016.7,   1020.3,     18.8,     17.8,       94,      2.3,    110.0,      5.1,    140.0,      1.5,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120904,   1016.8,   1020.4,     19.1,     17.9,       93,      2.4,    100.0,      6.3,    140.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120905,   1017.2,   1020.8,     19.1,     17.6,       91,      2.6,    100.0,      7.5,     50.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120906,   1017.4,   1021.0,     18.9,     17.4,       91,      2.7,    100.0,      7.5,     80.0,      0.5,      0.8,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120907,   1018.0,   1021.6,     18.9,     17.4,       91,      3.2,    100.0,     10.6,     70.0,      0.5,      0.8,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120908,   1018.4,   1022.0,     18.8,     17.1,       90,      3.5,    110.0,     10.0,    110.0,      0.5,      0.7,      0.0,     0.05,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120909,   1018.6,   1022.2,     19.0,     17.2,       89,      2.3,    100.0,      8.5,     90.0,     -9.8,      0.4,      0.0,     0.14,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120910,   1018.5,   1022.1,     19.1,     16.9,       87,      3.8,    100.0,      8.7,    110.0,     -9.8,      0.2,      0.0,     0.34,     None,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120911,   1017.8,   1021.4,     19.4,     17.0,       86,      3.7,    100.0,      9.8,    100.0,     -9.8,      0.1,      0.0,     0.77,     None,     2.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120912,   1016.8,   1020.4,     20.0,     17.0,       83,      3.9,    100.0,     10.7,     80.0,      0.0,      0.0,      0.1,     1.11,     None,     3.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120913,   1015.9,   1019.5,     20.9,     16.9,       78,      3.7,     90.0,     10.9,     90.0,      0.0,      0.0,      0.1,     1.18,     None,     3.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120914,   1015.6,   1019.2,     20.6,     17.0,       80,      2.9,     90.0,     11.4,     80.0,      0.0,      0.0,      0.0,     0.79,     None,     1.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120915,   1015.6,   1019.2,     20.9,     17.5,       81,      3.8,    100.0,     10.5,    100.0,      0.0,      0.0,      0.0,     0.68,     None,     1.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120916,   1015.9,   1019.5,     20.7,     18.1,       85,      2.8,    110.0,      9.7,    130.0,     -9.8,      0.1,      0.0,     0.37,     None,     0.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120917,   1016.1,   1019.7,     20.0,     17.8,       87,      3.4,    100.0,     10.5,    110.0,     -9.8,      0.1,      0.0,     0.12,     None,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120918,   1016.4,   1020.0,     20.0,     17.6,       86,      3.6,    100.0,     10.6,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120919,   1016.7,   1020.3,     19.9,     17.7,       87,      3.4,    100.0,      9.9,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120920,   1016.8,   1020.4,     20.0,     17.8,       87,      3.6,    100.0,      9.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120921,   1016.5,   1020.1,     20.2,     17.4,       84,      3.7,    100.0,     10.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120922,   1016.4,   1020.0,     20.2,     17.4,       84,      2.5,    100.0,     10.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120923,   1016.3,   1019.9,     20.1,     17.3,       84,      2.4,    100.0,      8.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025120924,   1015.9,   1019.5,     20.1,     17.9,       87,      2.7,    110.0,      7.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121001,   1015.4,   1019.0,     19.7,     18.4,       92,      2.1,    100.0,      7.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121002,   1015.0,   1018.6,     20.0,     18.1,       89,      2.2,    100.0,      6.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121003,   1015.2,   1018.8,     19.5,     18.0,       91,      1.5,    220.0,      3.6,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121004,   1015.5,   1019.1,     18.8,     17.8,       94,      1.0,    200.0,      2.2,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121005,   1015.4,   1019.0,     18.3,     17.3,       94,      1.2,    200.0,      2.6,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121006,   1015.7,   1019.3,     17.9,     17.1,       95,      0.8,    160.0,      2.5,    180.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121007,   1016.1,   1019.7,     18.2,     16.7,       91,      1.3,    220.0,      3.2,    190.0,      0.0,      0.0,      0.0,     0.03,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121008,   1016.4,   1020.0,     19.2,     16.8,       86,      1.1,    240.0,      3.4,    170.0,      0.0,      0.0,      1.0,     0.49,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121009,   1016.6,   1020.2,     21.1,     17.3,       79,      0.9,    160.0,      2.1,    250.0,      0.0,      0.0,      1.0,     1.18,     None,     1.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121010,   1016.6,   1020.2,     22.2,     17.6,       75,      1.1,    240.0,      3.2,    220.0,      0.0,      0.0,      0.9,     1.69,     None,     3.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121011,   1015.7,   1019.2,     24.7,     18.4,       68,      0.8,    270.0,      3.2,    320.0,      0.0,      0.0,      1.0,     2.25,     None,     4.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121012,   1014.7,   1018.2,     24.2,     17.0,       64,      2.1,    280.0,      4.5,    280.0,      0.0,      0.0,      0.2,     1.05,     None,     3.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121013,   1013.6,   1017.1,     24.4,     19.0,       72,      1.7,    340.0,      5.1,    300.0,      0.0,      0.0,      0.1,     1.24,     None,     3.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121014,   1013.0,   1016.5,     23.9,     18.8,       73,      2.5,    360.0,      5.1,    350.0,      0.0,      0.0,      0.1,     1.00,     None,     2.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121015,   1013.0,   1016.5,     23.5,     18.8,       75,      1.6,    330.0,      6.1,     10.0,      0.0,      0.0,      0.1,     0.82,     None,     1.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121016,   1013.4,   1017.0,     22.7,     17.6,       73,      1.8,    320.0,      9.3,    330.0,      0.0,      0.0,      0.4,     0.73,     None,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121017,   1013.7,   1017.3,     21.8,     17.6,       77,      1.5,    320.0,      6.0,    310.0,      0.0,      0.0,      0.1,     0.21,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121018,   1014.6,   1018.2,     21.1,     17.5,       80,      2.0,    320.0,      6.3,    320.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121019,   1015.0,   1018.6,     20.7,     17.3,       81,      1.9,    310.0,      5.4,    320.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121020,   1015.5,   1019.1,     20.4,     16.8,       80,      1.5,    300.0,      4.6,    290.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121021,   1015.6,   1019.2,     20.3,     16.7,       80,      2.2,    320.0,      5.3,    300.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121022,   1015.5,   1019.1,     19.7,     16.6,       82,      1.3,    300.0,      5.4,    310.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121023,   1015.2,   1018.8,     19.8,     16.5,       81,      1.2,    320.0,      4.8,    320.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121024,   1015.0,   1018.6,     19.8,     15.9,       78,      1.6,    300.0,      4.0,    300.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121101,   1015.1,   1018.7,     19.7,     16.4,       81,      0.9,    310.0,      5.1,    320.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121102,   1014.8,   1018.4,     19.2,     16.1,       82,      1.8,    280.0,      4.0,    280.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121103,   1015.1,   1018.7,     18.9,     16.0,       83,      1.5,    280.0,      3.8,    270.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121104,   1015.4,   1019.0,     19.1,     16.0,       82,      1.6,    270.0,      3.7,    270.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121105,   1015.4,   1019.0,     19.2,     15.9,       81,      0.9,    250.0,      3.4,    300.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121106,   1015.8,   1019.4,     19.1,     16.0,       82,      1.5,    250.0,      4.3,    300.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121107,   1016.2,   1019.8,     19.3,     16.2,       82,      0.7,    320.0,      3.0,    270.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121108,   1016.6,   1020.2,     19.8,     15.9,       78,      1.5,    270.0,      4.7,    280.0,      0.0,      0.0,      0.6,     0.43,     None,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121109,   1016.9,   1020.5,     21.1,     16.3,       74,      0.8,    200.0,      4.0,    340.0,      0.0,      0.0,      0.6,     0.90,     None,     1.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121110,   1016.6,   1020.2,     21.3,     15.8,       71,      1.2,    240.0,      4.0,    250.0,      0.0,      0.0,      0.4,     1.08,     None,     2.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121111,   1016.0,   1019.6,     22.5,     15.1,       63,      0.6,    170.0,      3.6,    320.0,      0.0,      0.0,      0.8,     1.96,     None,     4.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121112,   1015.2,   1018.8,     22.5,     15.6,       65,      0.6,     20.0,      3.7,    330.0,      0.0,      0.0,      0.2,     1.12,     None,     3.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121113,   1014.7,   1018.3,     23.0,     15.8,       64,      1.4,    320.0,      4.0,    360.0,      0.0,      0.0,      0.3,     1.28,     None,     3.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121114,   1014.7,   1018.3,     22.5,     14.4,       60,      2.0,     80.0,      8.3,     60.0,      0.0,      0.0,      0.1,     0.86,     None,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121115,   1014.9,   1018.5,     22.4,     14.0,       59,      1.9,     60.0,      9.2,    100.0,      0.0,      0.0,      0.7,     1.06,     None,     2.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121116,   1015.5,   1019.1,     21.5,     14.9,       66,      3.4,     70.0,      8.0,    100.0,      0.0,      0.0,      0.3,     0.51,     None,     0.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121117,   1016.1,   1019.7,     21.1,     15.0,       68,      1.9,    100.0,      7.5,     50.0,      0.0,      0.0,      0.3,     0.18,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121118,   1016.6,   1020.2,     20.8,     15.1,       70,      2.1,    100.0,      7.1,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121119,   1016.8,   1020.4,     21.0,     15.8,       72,      2.5,    100.0,      6.4,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121120,   1017.0,   1020.6,     21.2,     15.5,       70,      3.1,    110.0,      7.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121121,   1017.2,   1020.8,     20.7,     16.1,       75,      2.6,    160.0,      9.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121122,   1017.1,   1020.7,     20.5,     16.3,       77,      2.2,    120.0,      5.7,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121123,   1016.6,   1020.2,     21.1,     15.7,       71,      2.7,    100.0,      8.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121124,   1016.1,   1019.7,     21.1,     15.4,       70,      2.7,    100.0,      9.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121201,   1016.0,   1019.6,     21.0,     15.3,       70,      2.5,    100.0,      9.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121202,   1015.6,   1019.2,     20.9,     15.5,       71,      2.0,    100.0,      7.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121203,   1015.5,   1019.1,     20.8,     15.4,       71,      3.0,    100.0,      7.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121204,   1015.7,   1019.3,     20.7,     15.5,       72,      2.3,    110.0,      9.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121205,   1015.7,   1019.3,     20.6,     15.2,       71,      3.7,    110.0,      8.5,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121206,   1016.2,   1019.8,     20.4,     15.2,       72,      2.3,    100.0,      9.1,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121207,   1016.8,   1020.4,     20.3,     15.5,       74,      2.2,    110.0,      7.2,     60.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121208,   1017.1,   1020.7,     20.3,     15.9,       76,      2.5,    110.0,      6.0,    120.0,      0.0,      0.0,      0.0,     0.10,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121209,   1017.9,   1021.5,     20.6,     16.2,       76,      2.0,    130.0,      6.4,    100.0,      0.0,      0.0,      0.0,     0.31,     None,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121210,   1017.6,   1021.2,     20.9,     16.5,       76,      3.0,    120.0,      6.6,    100.0,      0.0,      0.0,      0.0,     0.59,     None,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121211,   1017.0,   1020.6,     20.6,     17.2,       81,      3.0,    100.0,      8.9,    100.0,     -9.8,      0.2,      0.0,     0.84,     None,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121212,   1016.4,   1020.0,     19.7,     17.5,       87,      1.9,    120.0,      8.8,     90.0,     -9.8,      0.5,      0.0,     0.27,     None,     0.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121213,   1015.8,   1019.4,     19.8,     17.0,       84,      1.4,     90.0,      6.2,    100.0,     -9.8,      0.3,      0.0,     0.16,     None,     0.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121214,   1015.3,   1018.9,     19.8,     17.2,       85,      1.5,    120.0,      5.6,     80.0,     -9.8,      0.4,      0.0,     0.15,     None,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121215,   1015.0,   1018.6,     19.8,     17.2,       85,      1.5,    120.0,      4.8,    140.0,     -9.8,      0.3,      0.0,     0.13,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121216,   1015.4,   1019.0,     19.5,     17.6,       89,      1.8,    140.0,      4.2,    100.0,      0.5,      0.5,      0.0,     0.06,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121217,   1015.5,   1019.1,     19.5,     17.6,       89,      1.5,    120.0,      5.2,    140.0,     -9.8,      0.5,      0.0,     0.03,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121218,   1015.9,   1019.5,     19.6,     17.9,       90,      2.0,    130.0,      4.7,    100.0,     -9.8,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121219,   1015.8,   1019.4,     19.8,     18.1,       90,      1.8,    120.0,      4.5,    130.0,      0.5,      0.4,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121220,   1016.4,   1020.0,     19.8,     17.9,       89,      2.6,    120.0,      6.4,     90.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121221,   1016.0,   1019.6,     19.9,     17.9,       88,      3.2,    120.0,      7.4,    120.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121222,   1015.4,   1019.0,     20.0,     17.8,       87,      2.3,    120.0,      7.4,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121223,   1015.5,   1019.1,     20.2,     18.0,       87,      2.3,    100.0,      7.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121224,   1015.6,   1019.2,     20.5,     18.1,       86,      2.0,    100.0,      6.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121301,   1015.4,   1019.0,     20.6,     18.2,       86,      2.6,    110.0,      6.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121302,   1015.2,   1018.8,     20.4,     18.2,       87,      2.0,    120.0,      6.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121303,   1014.9,   1018.5,     20.7,     17.7,       83,      1.5,     90.0,      6.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121304,   1014.8,   1018.4,     20.5,     17.7,       84,      0.9,     90.0,      3.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121305,   1015.5,   1019.1,     20.1,     18.2,       89,      0.6,    130.0,      2.7,    100.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121306,   1016.1,   1019.7,     19.6,     18.4,       93,      1.6,    180.0,      2.9,    240.0,     -9.8,      0.4,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121307,   1015.9,   1019.5,     19.4,     18.4,       94,      1.5,    160.0,      3.9,    190.0,     -9.8,      0.3,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121308,   1016.0,   1019.6,     19.6,     18.1,       91,      0.9,    110.0,      4.1,    150.0,     -9.8,      0.2,      0.0,     0.04,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121309,   1016.4,   1020.0,     19.8,     18.5,       92,      1.6,    120.0,      3.0,    110.0,     -9.8,      0.1,      0.0,     0.16,     None,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121310,   1016.3,   1019.9,     20.2,     18.5,       90,      0.6,     40.0,      3.4,     90.0,      0.5,      0.1,      0.0,     0.21,     None,     0.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121311,   1015.8,   1019.4,     20.0,     18.8,       93,      0.4,    310.0,      2.3,    100.0,     -9.8,      0.4,      0.0,     0.20,     None,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121312,   1015.3,   1018.9,     19.6,     18.6,       94,      0.5,    310.0,      2.5,    330.0,      2.0,      1.0,      0.0,     0.22,     None,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121313,   1014.8,   1018.4,     19.9,     19.1,       95,      1.1,    210.0,      2.4,    340.0,     -9.8,      0.2,      0.0,     0.35,     None,     1.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121314,   1014.5,   1018.1,     19.6,     18.1,       91,      0.8,    260.0,      3.8,    110.0,     -9.8,      0.4,      0.0,     0.16,     None,     0.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121315,   1015.1,   1018.7,     19.1,     17.6,       91,      1.1,    260.0,      3.6,    320.0,      0.5,      0.4,      0.0,     0.11,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121316,   1015.7,   1019.3,     18.8,     17.1,       90,      1.1,    350.0,      4.1,    340.0,     -9.8,      0.4,      0.0,     0.05,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121317,   1016.5,   1020.1,     18.5,     16.8,       90,      0.9,    240.0,      3.9,    350.0,      0.5,      0.5,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121318,   1017.2,   1020.8,     18.0,     16.2,       89,      1.7,    340.0,      5.2,    350.0,     -9.8,      0.4,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
