﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025051614,   1007.2,   1010.6,     33.3,     22.8,       54,      2.0,    310.0,      6.8,    340.0,      0.0,      0.0,      1.0,     3.20,     None,     6.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051615,   1007.0,   1010.4,     31.8,     22.3,       57,      3.1,    340.0,      6.3,    350.0,      0.0,      0.0,      0.4,     1.63,     None,     3.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051616,   1006.9,   1010.3,     31.0,     22.1,       59,      2.3,    360.0,      7.7,    360.0,      0.0,      0.0,      0.0,     0.98,     None,     1.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051617,   1007.3,   1010.7,     30.3,     22.0,       61,      2.1,     40.0,      6.7,     50.0,      0.0,      0.0,      0.2,     0.52,     None,     0.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051618,   1008.0,   1011.5,     29.9,     21.9,       62,      1.6,     40.0,      4.7,    350.0,      0.0,      0.0,      0.0,     0.16,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051619,   1008.5,   1012.0,     29.4,     22.7,       67,      1.2,     60.0,      4.0,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051620,   1008.8,   1012.3,     29.0,     22.3,       67,      1.1,    120.0,      3.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051621,   1009.1,   1012.6,     28.9,     21.7,       65,      2.0,    130.0,      4.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051622,   1009.3,   1012.8,     28.6,     21.4,       65,      2.0,    120.0,      4.4,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051623,   1008.7,   1012.2,     28.2,     21.8,       68,      0.7,    160.0,      3.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051624,   1008.4,   1011.9,     27.5,     22.5,       74,      1.4,    190.0,      2.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051701,   1007.7,   1011.2,     26.9,     22.8,       78,      1.7,    160.0,      3.8,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051702,   1007.3,   1010.8,     26.5,     22.6,       79,      1.5,    160.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051703,   1007.4,   1010.9,     26.3,     22.4,       79,      1.3,    180.0,      3.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051704,   1007.6,   1011.1,     25.9,     22.4,       81,      1.1,    170.0,      4.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051705,   1007.8,   1011.3,     25.8,     22.3,       81,      2.1,    170.0,      4.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051706,   1008.0,   1011.5,     26.0,     22.1,       79,      1.4,    190.0,      4.3,    190.0,      0.0,      0.0,      0.4,     0.12,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051707,   1008.7,   1012.2,     26.7,     21.9,       75,      1.7,    180.0,      3.5,    170.0,      0.0,      0.0,      1.0,     0.68,     None,     0.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051708,   1009.0,   1012.5,     27.8,     22.1,       71,      0.7,    180.0,      4.5,    170.0,      0.0,      0.0,      0.5,     1.12,     None,     1.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051709,   1009.0,   1012.4,     30.4,     23.4,       66,      1.1,    270.0,      4.5,    330.0,      0.0,      0.0,      0.7,     1.97,     None,     3.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051710,   1008.8,   1012.2,     31.8,     23.6,       62,      1.3,    300.0,      4.8,    310.0,      0.0,      0.0,      0.6,     2.26,     None,     5.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051711,   1008.7,   1012.1,     32.2,     23.7,       61,      0.7,    360.0,      5.6,    310.0,      0.0,      0.0,      0.3,     1.79,     None,     5.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051712,   1008.4,   1011.8,     32.1,     25.2,       67,      0.7,    320.0,      6.7,    360.0,      0.0,      0.0,      0.3,     1.83,     None,     5.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051713,   1007.7,   1011.1,     31.9,     25.5,       69,      3.0,    340.0,      7.3,    340.0,      0.0,      0.0,      0.4,     2.19,     None,     6.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051714,   1007.2,   1010.6,     30.1,     25.6,       77,      1.6,     60.0,      6.2,     10.0,     -9.8,      0.1,      0.0,     0.44,     None,     1.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051715,   1007.0,   1010.5,     28.5,     26.3,       88,      2.5,    120.0,      7.3,     40.0,     -9.8,      0.6,      0.0,     0.19,     None,     0.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051716,   1006.9,   1010.4,     27.3,     26.3,       94,      1.9,     50.0,      6.1,     90.0,     10.5,      0.8,      0.0,     0.29,     None,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051717,   1007.0,   1010.5,     27.1,     26.4,       96,      1.2,    120.0,      6.2,    150.0,     18.5,      0.9,      0.0,     0.31,     None,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051718,   1007.1,   1010.6,     27.0,     26.0,       94,      1.1,     80.0,      4.1,     90.0,      0.0,      0.0,      0.0,     0.21,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051719,   1007.8,   1011.3,     27.0,     26.3,       96,      1.1,     80.0,      2.5,     30.0,      0.0,      0.0,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051720,   1008.2,   1011.7,     27.0,     26.1,       95,      0.7,    160.0,      2.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051721,   1008.4,   1011.9,     26.8,     25.8,       94,      1.4,    140.0,      2.7,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051722,   1009.0,   1012.5,     26.8,     25.6,       93,      1.5,    150.0,      2.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051723,   1008.9,   1012.4,     26.4,     25.2,       93,      1.4,    180.0,      3.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051724,   1008.3,   1011.8,     26.1,     24.7,       92,      1.2,    170.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051801,   1007.6,   1011.1,     26.0,     24.6,       92,      0.6,    200.0,      2.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051802,   1007.3,   1010.8,     25.6,     24.6,       94,      0.9,    200.0,      2.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051803,   1007.3,   1010.8,     25.6,     24.7,       95,      0.5,    190.0,      2.1,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051804,   1007.2,   1010.7,     25.6,     24.0,       91,      1.0,    170.0,      3.0,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051805,   1007.5,   1011.0,     25.6,     24.0,       91,      0.5,    200.0,      2.8,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051806,   1008.0,   1011.5,     25.8,     23.7,       88,      1.5,    170.0,      3.4,    190.0,      0.0,      0.0,      0.0,     0.04,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051807,   1008.5,   1012.0,     26.5,     23.8,       85,      1.2,    160.0,      3.5,    180.0,      0.0,      0.0,      0.1,     0.41,     None,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051808,   1008.5,   1012.0,     27.9,     24.3,       81,      1.4,    150.0,      2.5,    170.0,      0.0,      0.0,      0.5,     1.14,     None,     1.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051809,   1008.0,   1011.5,     29.5,     24.4,       74,      0.3,    360.0,      2.0,     20.0,      0.0,      0.0,      1.0,     1.96,     None,     4.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051810,   1007.8,   1011.2,     31.7,     24.6,       66,      1.2,    310.0,      4.1,    300.0,      0.0,      0.0,      1.0,     2.90,     None,     7.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051811,   1007.4,   1010.8,     31.9,     25.5,       69,      3.1,    340.0,      7.0,    360.0,      0.0,      0.0,      0.7,     2.93,     None,     8.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051812,   1007.3,   1010.7,     31.5,     25.9,       72,      3.6,    350.0,      7.4,     10.0,      0.0,      0.0,      0.3,     2.04,     None,     6.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051813,   1006.6,   1010.1,     29.2,     26.2,       84,      2.1,    350.0,      7.5,    360.0,      0.5,      0.2,      0.0,     0.40,     None,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051814,   1006.2,   1009.7,     28.5,     25.5,       84,      3.4,     40.0,      7.8,     50.0,      0.0,      0.0,      0.0,     0.48,     None,     1.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051815,   1006.1,   1009.6,     26.8,     24.5,       87,      2.9,    100.0,      8.0,    190.0,     -9.8,      0.1,      0.0,     0.28,     None,     0.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051816,   1006.0,   1009.5,     25.4,     24.7,       96,      1.2,    130.0,      6.4,     90.0,     18.0,      0.8,      0.0,     0.33,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051817,   1006.3,   1009.8,     25.4,     24.7,       96,      0.9,    360.0,      5.2,     70.0,      8.5,      0.8,      0.0,     0.16,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051818,   1006.6,   1010.1,     25.3,     24.3,       94,      1.0,    190.0,      3.2,    140.0,      0.5,      0.1,      0.0,     0.19,     None,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051819,   1006.9,   1010.4,     25.2,     24.2,       94,      1.1,    120.0,      2.5,    190.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051820,   1007.2,   1010.7,     25.2,     24.3,       95,      1.5,    140.0,      2.6,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051821,   1007.6,   1011.1,     25.3,     24.4,       95,      0.7,    160.0,      2.0,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051822,   1008.4,   1011.9,     25.5,     24.5,       94,      1.1,    130.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051823,   1008.5,   1012.0,     25.3,     24.4,       95,      0.2,      0.0,      1.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051824,   1007.7,   1011.2,     25.4,     24.2,       93,      0.9,    140.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051901,   1006.9,   1010.4,     25.1,     24.1,       94,      1.1,    210.0,      2.3,    240.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051902,   1006.6,   1010.1,     25.2,     23.6,       91,      1.0,    180.0,      2.9,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051903,   1006.5,   1010.0,     24.8,     23.2,       91,      1.3,    160.0,      3.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051904,   1006.5,   1010.0,     24.7,     23.3,       92,      1.0,    180.0,      3.4,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051905,   1006.7,   1010.2,     24.3,     23.3,       94,      0.6,    180.0,      3.0,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051906,   1006.7,   1010.2,     24.9,     23.0,       89,      1.1,    180.0,      2.6,    180.0,      0.0,      0.0,      0.3,     0.15,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051907,   1006.8,   1010.3,     25.5,     23.4,       88,      0.8,    190.0,      3.8,    190.0,      0.0,      0.0,      0.2,     0.34,     None,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051908,   1007.2,   1010.7,     26.5,     23.4,       83,      1.5,    200.0,      3.1,    190.0,      0.0,      0.0,      0.0,     0.48,     None,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051909,   1007.1,   1010.6,     27.9,     24.3,       81,      0.4,    130.0,      3.2,    180.0,      0.0,      0.0,      0.0,     1.10,     None,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051910,   1006.8,   1010.2,     29.9,     24.1,       71,      1.4,    200.0,      2.9,    160.0,      0.0,      0.0,      0.1,     2.10,     None,     5.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051911,   1006.3,   1009.7,     31.0,     24.7,       69,      1.0,     70.0,      2.9,    230.0,      0.0,      0.0,      0.1,     2.20,     None,     6.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051912,   1006.1,   1009.5,     31.0,     25.6,       73,      1.8,    340.0,      6.5,    350.0,      0.0,      0.0,      0.2,     1.76,     None,     5.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051913,   1005.7,   1009.1,     30.8,     24.9,       71,      2.1,    360.0,      7.2,    340.0,      0.0,      0.0,      0.5,     2.84,     None,     9.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051914,   1005.0,   1008.4,     30.1,     24.5,       72,      1.9,    350.0,      7.3,    110.0,      0.0,      0.0,      0.0,     0.93,     None,     3.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051915,   1004.5,   1007.9,     30.8,     24.5,       69,      1.4,    320.0,      5.8,    350.0,      0.0,      0.0,      0.2,     1.26,     None,     3.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051916,   1004.6,   1008.0,     30.2,     24.1,       70,      1.0,    290.0,      5.9,    330.0,      0.0,      0.0,      0.1,     0.99,     None,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051917,   1004.8,   1008.2,     29.8,     24.0,       71,      0.4,    280.0,      4.2,    320.0,      0.0,      0.0,      0.0,     0.44,     None,     0.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051918,   1005.1,   1008.5,     29.2,     24.3,       75,      1.1,     20.0,      4.3,    330.0,      0.0,      0.0,      0.0,     0.13,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051919,   1005.6,   1009.1,     29.1,     24.4,       76,      0.4,    330.0,      3.9,    360.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051920,   1006.2,   1009.7,     29.1,     24.2,       75,      0.9,    200.0,      2.0,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051921,   1006.8,   1010.3,     28.8,     24.2,       76,      1.5,    160.0,      2.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051922,   1007.0,   1010.5,     28.4,     24.2,       78,      0.8,    130.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051923,   1007.0,   1010.5,     28.3,     24.3,       79,      1.1,    180.0,      3.4,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051924,   1006.5,   1010.0,     27.9,     24.3,       81,      1.7,    170.0,      3.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052001,   1006.3,   1009.8,     27.6,     24.3,       82,      0.9,    180.0,      2.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052002,   1006.1,   1009.6,     27.5,     24.2,       82,      0.8,    180.0,      2.3,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052003,   1005.8,   1009.3,     27.0,     24.1,       84,      1.6,    180.0,      3.1,    190.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052004,   1006.0,   1009.5,     27.0,     24.1,       84,      1.0,    210.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052005,   1006.4,   1009.9,     26.7,     24.0,       85,      0.7,    160.0,      3.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052006,   1007.0,   1010.5,     26.8,     23.7,       83,      1.1,    190.0,      2.3,    180.0,      0.0,      0.0,      0.0,     0.05,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052007,   1007.4,   1010.9,     27.4,     24.5,       84,      1.4,    200.0,      2.2,    180.0,      0.0,      0.0,      0.0,     0.34,     None,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052008,   1007.9,   1011.4,     28.5,     24.9,       81,      0.6,    190.0,      2.0,    240.0,      0.0,      0.0,      0.0,     0.83,     None,     1.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052009,   1008.0,   1011.4,     30.5,     24.2,       69,      0.8,    290.0,      3.2,    310.0,      0.0,      0.0,      0.5,     1.64,     None,     3.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052010,   1007.6,   1011.0,     31.3,     24.2,       66,      0.8,    280.0,      4.6,    300.0,      0.0,      0.0,      0.5,     2.35,     None,     6.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052011,   1007.2,   1010.6,     31.7,     25.3,       69,      1.5,    350.0,      5.3,    350.0,      0.0,      0.0,      0.1,     1.57,     None,     5.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052012,   1006.5,   1009.9,     32.1,     25.7,       69,      1.6,    340.0,      5.3,    340.0,      0.0,      0.0,      0.3,     2.38,     None,     7.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052013,   1005.8,   1009.2,     32.6,     25.2,       65,      0.7,    330.0,      6.0,    350.0,      0.0,      0.0,      0.2,     2.43,     None,     7.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052014,   1005.4,   1008.8,     31.8,     24.9,       67,      1.8,    350.0,      6.9,    360.0,      0.0,      0.0,      0.2,     1.95,     None,     5.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052015,   1005.1,   1008.5,     31.6,     23.5,       62,      3.5,    350.0,      7.1,    340.0,      0.0,      0.0,      0.1,     1.53,     None,     3.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052016,   1005.4,   1008.8,     30.7,     22.9,       63,      2.8,     40.0,      6.1,     10.0,      0.0,      0.0,      0.0,     0.51,     None,     1.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052017,   1005.6,   1009.0,     30.8,     22.4,       61,      1.1,     30.0,      5.1,     50.0,      0.0,      0.0,      0.2,     0.96,     None,     0.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052018,   1006.2,   1009.6,     29.6,     24.3,       73,      2.3,    120.0,      5.5,    140.0,      0.0,      0.0,      0.0,     0.26,     None,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052019,   1006.5,   1010.0,     29.2,     24.5,       76,      1.4,    140.0,      4.0,    120.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052020,   1007.0,   1010.5,     29.6,     24.7,       75,      0.7,    210.0,      2.7,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052021,   1007.1,   1010.6,     29.1,     25.3,       80,      1.0,    140.0,      3.3,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052022,   1007.4,   1010.9,     28.5,     25.1,       82,      1.9,    160.0,      3.7,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052023,   1006.9,   1010.4,     28.1,     24.7,       82,      0.8,    200.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052024,   1006.5,   1010.0,     27.6,     24.5,       83,      1.1,    200.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052101,   1006.2,   1009.7,     27.2,     23.9,       82,      1.6,    200.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052102,   1005.6,   1009.1,     27.1,     24.2,       84,      0.8,    180.0,      3.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052103,   1005.6,   1009.1,     26.7,     23.6,       83,      0.9,    210.0,      2.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052104,   1005.6,   1009.1,     26.4,     23.5,       84,      1.5,    180.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052105,   1006.2,   1009.7,     26.4,     23.5,       84,      1.8,    180.0,      3.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052106,   1006.6,   1010.1,     26.4,     23.5,       84,      1.9,    160.0,      3.2,    160.0,      0.0,      0.0,      0.0,     0.06,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052107,   1007.1,   1010.6,     26.8,     23.5,       82,      1.7,    180.0,      3.4,    150.0,     -9.8,      0.1,      0.0,     0.29,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052108,   1007.4,   1010.9,     27.2,     23.7,       81,      1.1,    180.0,      2.7,    160.0,     -9.8,      0.2,      0.0,     0.41,     None,     0.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052109,   1007.7,   1011.2,     28.4,     23.6,       75,      0.7,    140.0,      2.5,    120.0,      0.0,      0.0,      0.0,     0.92,     None,     2.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052110,   1007.7,   1011.1,     29.9,     24.1,       71,      0.7,    200.0,      2.5,    260.0,      0.0,      0.0,      0.0,     1.19,     None,     3.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052111,   1007.1,   1010.5,     31.1,     23.5,       64,      1.8,    230.0,      5.3,    250.0,      0.0,      0.0,      0.2,     2.03,     None,     6.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052112,   1006.4,   1009.8,     32.5,     24.0,       61,      1.8,    240.0,      5.4,    220.0,      0.0,      0.0,      0.4,     2.41,     None,     8.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025052113,   1005.4,   1008.8,     33.3,     23.9,       58,      1.6,    270.0,      5.1,    290.0,      0.0,      0.0,      0.7,     2.90,     None,     9.05,     None,     None,     None,     None,     None,     None,     None,     None
