﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025010816,   1016.3,   1019.9,     17.1,     12.2,       73,      3.0,    120.0,      9.4,    100.0,      0.0,      0.0,      0.0,     0.41,     None,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010817,   1017.1,   1020.7,     16.4,     12.4,       77,      4.2,    100.0,      9.5,     90.0,      0.0,      0.0,      0.0,     0.17,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010818,   1017.6,   1021.3,     15.9,     12.7,       81,      3.8,    100.0,     10.3,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010819,   1018.1,   1021.8,     16.2,     12.6,       79,      3.3,    120.0,      8.1,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010820,   1018.6,   1022.2,     16.7,     12.1,       74,      2.9,    110.0,      7.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010821,   1018.9,   1022.5,     16.7,     11.9,       73,      2.5,    100.0,      7.3,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010822,   1019.1,   1022.7,     16.8,     11.7,       72,      3.2,    100.0,      7.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010823,   1019.1,   1022.7,     16.7,     12.1,       74,      2.7,    110.0,      7.4,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010824,   1019.2,   1022.9,     16.5,     12.1,       75,      2.4,    110.0,      8.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010901,   1019.1,   1022.8,     16.2,     12.4,       78,      2.7,    100.0,      6.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010902,   1018.8,   1022.5,     15.7,     12.5,       81,      1.9,    110.0,      8.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010903,   1018.8,   1022.5,     15.5,     11.9,       79,      2.4,    110.0,      6.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010904,   1018.9,   1022.6,     15.3,     11.5,       78,      2.1,    100.0,      5.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010905,   1019.1,   1022.8,     15.7,     10.3,       70,      2.3,    100.0,      5.5,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010906,   1019.6,   1023.3,     15.9,      9.1,       64,      2.7,    100.0,      7.6,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010907,   1020.2,   1023.9,     16.0,      9.0,       63,      2.7,    110.0,      7.4,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010908,   1021.1,   1024.8,     16.1,      9.1,       63,      2.8,    100.0,      8.5,    110.0,      0.0,      0.0,      0.0,     0.05,     None,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010909,   1021.9,   1025.6,     15.9,      8.4,       61,      3.3,    110.0,      9.2,    100.0,      0.0,      0.0,      0.0,     0.12,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010910,   1022.1,   1025.8,     15.8,      7.8,       59,      3.6,     90.0,     10.3,    100.0,      0.0,      0.0,      0.0,     0.30,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010911,   1021.6,   1025.3,     15.9,      7.9,       59,      3.1,    100.0,     14.0,     80.0,      0.0,      0.0,      0.0,     0.44,     None,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010912,   1021.1,   1024.8,     15.6,      7.6,       59,      4.1,    110.0,     12.6,     90.0,      0.0,      0.0,      0.0,     0.39,     None,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010913,   1020.7,   1024.4,     15.3,      8.1,       62,      2.9,     70.0,     10.1,    100.0,      0.0,      0.0,      0.0,     0.28,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010914,   1020.3,   1024.0,     14.9,      8.2,       64,      3.0,    100.0,      9.7,    120.0,      0.0,      0.0,      0.0,     0.27,     None,     0.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010915,   1020.5,   1024.2,     14.5,      8.9,       69,      3.4,    100.0,      9.9,    100.0,      0.0,      0.0,      0.0,     0.18,     None,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010916,   1021.2,   1024.9,     14.0,      9.3,       73,      4.1,    100.0,     10.3,     90.0,      0.0,      0.0,      0.0,     0.06,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010917,   1022.1,   1025.8,     13.7,      9.6,       76,      3.3,    100.0,      8.6,    110.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010918,   1023.0,   1026.7,     13.3,      9.4,       77,      3.1,    100.0,      9.3,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010919,   1023.8,   1027.5,     13.0,      8.3,       73,      3.3,    110.0,     10.6,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010920,   1025.1,   1028.8,     13.0,      7.7,       70,      2.8,     90.0,      8.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010921,   1025.6,   1029.3,     13.0,      7.7,       70,      2.2,    100.0,      8.6,     70.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010922,   1026.1,   1029.8,     12.6,      7.7,       72,      2.1,    110.0,      7.1,    140.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010923,   1025.8,   1029.5,     12.8,      7.3,       69,      3.4,    100.0,      8.2,    110.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025010924,   1026.3,   1030.0,     12.9,      7.4,       69,      1.6,    100.0,      7.0,     80.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011001,   1026.3,   1030.0,     12.5,      6.8,       68,      2.5,     90.0,      7.5,    100.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011002,   1026.3,   1030.0,     12.0,      6.7,       70,      2.5,    100.0,      7.1,     90.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011003,   1026.2,   1029.9,     12.1,      5.7,       65,      2.1,     90.0,      6.9,     40.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011004,   1026.2,   1029.9,     12.2,      4.9,       61,      2.6,    100.0,      8.9,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011005,   1026.7,   1030.4,     12.3,      5.0,       61,      1.6,     80.0,      7.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011006,   1027.3,   1031.0,     12.4,      5.6,       63,      1.7,     50.0,      6.6,     60.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011007,   1028.0,   1031.7,     11.9,      6.4,       69,      1.6,    100.0,      6.9,     60.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011008,   1028.8,   1032.5,     12.0,      7.5,       74,      1.5,    130.0,      5.0,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011009,   1029.1,   1032.8,     11.7,      7.4,       75,      2.3,    100.0,      6.1,    120.0,     -9.8,      0.3,      0.0,     0.06,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011010,   1028.9,   1032.6,     11.9,      7.2,       73,      3.0,    110.0,      6.7,    110.0,     -9.8,      0.1,      0.0,     0.12,     None,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011011,   1028.3,   1032.0,     12.1,      7.4,       73,      1.0,     90.0,      5.8,     90.0,      0.0,      0.0,      0.0,     0.17,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011012,   1027.4,   1031.1,     12.0,      7.1,       72,      2.1,     90.0,      7.9,    100.0,      0.0,      0.0,      0.0,     0.22,     None,     0.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011013,   1026.8,   1030.5,     11.7,      6.2,       69,      2.6,    100.0,      7.7,    120.0,      0.0,      0.0,      0.0,     0.28,     None,     1.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011014,   1026.1,   1029.8,     11.9,      6.4,       69,      3.7,    100.0,      9.0,     90.0,      0.0,      0.0,      0.0,     0.37,     None,     1.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011015,   1026.1,   1029.8,     11.8,      6.7,       71,      2.9,    100.0,      9.0,     90.0,      0.0,      0.0,      0.0,     0.27,     None,     0.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011016,   1026.3,   1030.0,     11.8,      7.1,       73,      2.6,     90.0,      8.1,     70.0,      0.0,      0.0,      0.0,     0.17,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011017,   1026.4,   1030.1,     11.9,      7.8,       76,      2.0,    100.0,      8.3,     80.0,      0.0,      0.0,      0.0,     0.07,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011018,   1027.1,   1030.8,     12.3,      7.6,       73,      2.7,    100.0,      7.0,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011019,   1027.8,   1031.5,     12.2,      7.9,       75,      2.8,    110.0,      8.7,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011020,   1028.0,   1031.7,     12.1,      8.4,       78,      1.8,    110.0,      6.7,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011021,   1028.1,   1031.8,     12.2,      8.3,       77,      2.6,    110.0,      7.5,    100.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011022,   1028.0,   1031.7,     12.6,      7.7,       72,      2.3,    100.0,      6.7,     80.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011023,   1027.6,   1031.3,     12.1,      7.6,       74,      3.4,    100.0,      9.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011024,   1026.9,   1030.6,     12.4,      6.9,       69,      2.2,    120.0,      7.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011101,   1026.5,   1030.2,     12.5,      6.8,       68,      3.5,    120.0,      8.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011102,   1026.0,   1029.7,     12.7,      6.5,       66,      1.7,    130.0,      6.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011103,   1026.0,   1029.7,     12.7,      6.5,       66,      1.1,    150.0,      6.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011104,   1026.0,   1029.7,     12.8,      7.3,       69,      3.0,    100.0,      8.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011105,   1026.5,   1030.2,     12.4,      7.5,       72,      1.8,    110.0,      8.3,    110.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011106,   1026.6,   1030.3,     11.5,      8.7,       83,      2.3,    120.0,      6.4,    140.0,     -9.8,      0.2,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011107,   1026.5,   1030.2,     11.6,      8.3,       80,      2.5,    120.0,      6.7,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011108,   1026.9,   1030.6,     12.5,      8.0,       74,      1.9,    120.0,      7.4,    120.0,      0.0,      0.0,      0.0,     0.09,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011109,   1027.4,   1031.1,     12.7,      8.6,       76,      2.3,    100.0,      6.5,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011110,   1027.2,   1030.9,     13.1,      8.2,       72,      2.9,    120.0,      7.8,    100.0,      0.0,      0.0,      0.0,     0.41,     None,     1.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011111,   1026.3,   1030.0,     13.6,      7.6,       67,      1.6,    110.0,      5.9,    120.0,      0.0,      0.0,      0.0,     0.36,     None,     1.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011112,   1025.3,   1029.0,     13.9,      8.1,       68,      1.9,     90.0,      6.8,     90.0,      0.0,      0.0,      0.0,     0.38,     None,     1.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011113,   1024.3,   1028.0,     13.3,      9.2,       76,      2.7,    100.0,      7.7,     80.0,     -9.8,      0.2,      0.0,     0.23,     None,     0.90,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011114,   1024.0,   1027.7,     13.1,      9.6,       79,      1.8,    140.0,      6.3,    100.0,     -9.8,      0.1,      0.0,     0.24,     None,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011115,   1023.8,   1027.5,     12.4,     10.3,       87,      2.0,    140.0,      6.2,    120.0,     -9.8,      0.2,      0.0,     0.21,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011116,   1023.7,   1027.4,     12.4,      9.8,       84,      2.9,    100.0,      7.1,     90.0,     -9.8,      0.1,      0.0,     0.15,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011117,   1024.1,   1027.8,     12.6,      9.4,       81,      2.2,     90.0,      5.9,    100.0,      0.0,      0.0,      0.0,     0.06,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011118,   1024.5,   1028.2,     12.2,      9.9,       86,      1.6,    120.0,      5.4,    100.0,     -9.8,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011119,   1025.0,   1028.7,     12.2,     10.1,       87,      1.6,    100.0,      4.4,    130.0,     -9.8,      0.4,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011120,   1025.4,   1029.1,     11.9,     10.3,       90,      0.9,    130.0,      4.2,     90.0,     -9.8,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011121,   1025.4,   1029.1,     12.0,      9.9,       87,      1.1,    110.0,      2.7,    150.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011122,   1025.4,   1029.1,     12.0,      9.2,       83,      1.1,     90.0,      4.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011123,   1025.3,   1029.0,     12.0,      9.7,       86,      1.7,    230.0,      3.0,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011124,   1024.8,   1028.5,     12.1,      9.3,       83,      0.7,    210.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011201,   1024.1,   1027.8,     12.1,      9.5,       84,      0.9,    180.0,      2.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011202,   1023.4,   1027.1,     12.1,      9.5,       84,      1.6,    180.0,      3.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011203,   1023.2,   1026.9,     12.0,      9.6,       85,      1.0,    130.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011204,   1023.5,   1027.2,     12.0,      9.4,       84,      1.1,    200.0,      1.6,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011205,   1024.0,   1027.7,     12.1,      9.5,       84,      1.2,    200.0,      2.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011206,   1024.6,   1028.3,     12.1,      8.9,       81,      0.9,    200.0,      2.6,    170.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011207,   1025.0,   1028.7,     11.2,      8.8,       85,      0.8,    170.0,      2.3,    230.0,      0.0,      0.0,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011208,   1025.5,   1029.2,     12.2,      9.2,       82,      0.7,    190.0,      2.4,    190.0,      0.0,      0.0,      0.8,     0.39,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011209,   1025.8,   1029.5,     14.1,      8.9,       71,      1.1,    240.0,      2.5,    300.0,      0.0,      0.0,      1.0,     1.27,     None,     1.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011210,   1025.7,   1029.4,     14.0,      6.9,       62,      1.6,     20.0,      4.1,     60.0,      0.0,      0.0,      0.6,     1.40,     None,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011211,   1024.9,   1028.6,     15.2,      4.3,       48,      1.4,     40.0,      3.2,     50.0,      0.0,      0.0,      0.3,     0.95,     None,     3.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011212,   1023.6,   1027.3,     16.0,      4.4,       46,      2.2,    160.0,      6.7,    100.0,      0.0,      0.0,      0.8,     2.10,     None,     5.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011213,   1022.5,   1026.2,     16.5,      2.9,       40,      2.7,    150.0,      7.1,    130.0,      0.0,      0.0,      0.7,     2.20,     None,     5.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011214,   1021.7,   1025.3,     17.4,     -2.8,       25,      1.9,    130.0,      6.6,    120.0,      0.0,      0.0,      0.9,     2.22,     None,     5.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011215,   1021.2,   1024.9,     17.0,     -3.7,       24,      2.7,    110.0,      7.5,    120.0,      0.0,      0.0,      1.0,     1.91,     None,     3.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011216,   1021.7,   1025.4,     15.8,      0.0,       34,      2.8,    110.0,      9.1,    100.0,      0.0,      0.0,      1.0,     1.23,     None,     1.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011217,   1022.5,   1026.2,     14.7,      0.9,       39,      3.1,    100.0,      8.4,     90.0,      0.0,      0.0,      1.0,     0.48,     None,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011218,   1023.5,   1027.2,     14.1,      1.7,       43,      3.5,    100.0,      8.2,    100.0,      0.0,      0.0,      0.2,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011219,   1024.6,   1028.3,     13.6,      2.2,       46,      2.3,    120.0,      6.4,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011220,   1024.8,   1028.5,     12.9,      2.7,       50,      2.5,    160.0,      4.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011221,   1024.9,   1028.6,     12.6,      3.0,       52,      1.3,    140.0,      5.1,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011222,   1024.7,   1028.4,     11.8,      4.1,       59,      0.7,     80.0,      4.1,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011223,   1024.0,   1027.7,     12.8,      2.4,       49,      2.3,    130.0,      5.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011224,   1023.8,   1027.5,     13.3,      2.5,       48,      2.5,    100.0,      6.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011301,   1023.3,   1027.0,     13.2,      3.3,       51,      2.4,    100.0,      6.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011302,   1022.4,   1026.1,     12.9,      3.6,       53,      2.6,    100.0,      6.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011303,   1022.0,   1025.7,     12.8,      3.7,       54,      2.4,    100.0,      7.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011304,   1022.0,   1025.7,     12.5,      4.2,       57,      3.5,    100.0,      8.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011305,   1022.1,   1025.8,     12.6,      4.1,       56,      2.9,    100.0,      7.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011306,   1022.2,   1025.9,     12.6,      4.6,       58,      3.7,    100.0,      8.1,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011307,   1022.6,   1026.3,     12.7,      4.7,       58,      3.3,     90.0,      8.2,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011308,   1023.2,   1026.9,     13.4,      4.8,       56,      3.0,    100.0,      8.2,    120.0,      0.0,      0.0,      1.0,     0.38,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011309,   1023.5,   1027.2,     15.8,      5.1,       49,      3.3,     90.0,      9.2,    100.0,      0.0,      0.0,      1.0,     1.09,     None,     1.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011310,   1023.3,   1027.0,     17.4,      5.7,       46,      3.8,    100.0,     10.2,    110.0,      0.0,      0.0,      1.0,     1.75,     None,     3.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011311,   1022.6,   1026.2,     19.0,      6.2,       43,      4.0,    130.0,     11.4,    120.0,      0.0,      0.0,      1.0,     2.30,     None,     5.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011312,   1021.1,   1024.7,     18.8,      6.0,       43,      4.5,    110.0,     12.2,    100.0,      0.0,      0.0,      1.0,     2.56,     None,     6.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011313,   1020.1,   1023.7,     19.2,      7.0,       45,      3.4,    120.0,     12.4,     90.0,      0.0,      0.0,      1.0,     2.60,     None,     6.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011314,   1019.4,   1023.0,     19.1,      6.9,       45,      3.4,    120.0,     13.0,    140.0,      0.0,      0.0,      1.0,     2.37,     None,     5.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011315,   1019.1,   1022.7,     19.0,      7.1,       46,      4.1,    110.0,     11.3,     80.0,      0.0,      0.0,      1.0,     1.88,     None,     3.56,     None,     None,     None,     None,     None,     None,     None,     None
